deal_rk,loan_holiday_type_cd,loan_holiday_start_date,loan_holiday_finish_date,loan_holiday_fact_finish_date,loan_holiday_finish_flg,loan_holiday_last_possible_date,effective_from_date,effective_to_date
6339750,5,2023-01-01,,,False,2018-07-11,2023-01-01,2999-12-31
8774603,8,2023-01-01,,,False,2018-10-01,2023-01-01,2999-12-31
6233492,5,2023-01-01,,,False,2019-09-01,2023-01-01,2999-12-31
7082619,7,2023-01-01,,,False,2019-02-19,2023-01-01,2999-12-31
5796653,4,2023-01-01,,,False,2019-12-07,2023-01-01,2999-12-31
5211286,4,2023-01-01,,,False,2018-08-23,2023-01-01,2999-12-31
7821494,7,2023-01-01,,,False,2019-07-19,2023-01-01,2999-12-31
4349595,3,2023-01-01,,,False,2019-02-05,2023-01-01,2999-12-31
8568683,8,2023-01-01,,,False,2018-09-05,2023-01-01,2999-12-31
2651655,1,2023-01-01,,,False,2018-04-17,2023-01-01,2999-12-31
2622555,1,2023-01-01,,,False,2018-02-03,2023-01-01,2999-12-31
4152944,3,2023-01-01,,,False,2019-03-21,2023-01-01,2999-12-31
5124908,4,2023-01-01,,,False,2019-11-24,2023-01-01,2999-12-31
3191649,2,2023-01-01,,,False,2019-12-29,2023-01-01,2999-12-31
5323749,4,2023-01-01,,,False,2018-06-21,2023-01-01,2999-12-31
4157799,3,2023-01-01,,,False,2019-06-18,2023-01-01,2999-12-31
2586045,1,2023-01-01,,,False,2019-11-14,2023-01-01,2999-12-31
6882962,5,2023-01-01,,,False,2019-12-22,2023-01-01,2999-12-31
3906949,2,2023-01-01,,,False,2019-06-03,2023-01-01,2999-12-31
5384254,4,2023-01-01,,,False,2018-05-17,2023-01-01,2999-12-31
7479606,7,2023-01-01,,,False,2018-02-17,2023-01-01,2999-12-31
2187399,1,2023-01-01,,,False,2019-02-03,2023-01-01,2999-12-31
8528365,8,2023-01-01,,,False,2018-08-22,2023-01-01,2999-12-31
2636489,1,2023-01-01,,,False,2020-01-16,2023-01-01,2999-12-31
5220456,4,2023-01-01,,,False,2019-09-30,2023-01-01,2999-12-31
2603496,1,2023-01-01,,,False,2019-08-09,2023-01-01,2999-12-31
6849451,5,2023-01-01,,,False,2019-05-20,2023-01-01,2999-12-31
8932172,8,2023-01-01,,,False,2019-01-19,2023-01-01,2999-12-31
2844861,1,2023-01-01,,,False,2019-12-30,2023-01-01,2999-12-31
8001728,8,2023-01-01,,,False,2019-11-06,2023-01-01,2999-12-31
3708221,2,2023-01-01,,,False,2019-05-11,2023-01-01,2999-12-31
6095507,5,2023-01-01,,,False,2019-10-25,2023-01-01,2999-12-31
5603709,4,2023-01-01,,,False,2019-06-11,2023-01-01,2999-12-31
5953402,4,2023-01-01,,,False,2018-06-05,2023-01-01,2999-12-31
5536521,4,2023-01-01,,,False,2018-05-29,2023-01-01,2999-12-31
6587937,5,2023-01-01,,,False,2019-09-05,2023-01-01,2999-12-31
2135658,1,2023-01-01,,,False,2019-01-12,2023-01-01,2999-12-31
5840609,4,2023-01-01,,,False,2019-02-04,2023-01-01,2999-12-31
8067774,8,2023-01-01,,,False,2018-12-29,2023-01-01,2999-12-31
4970428,3,2023-01-01,,,False,2019-01-30,2023-01-01,2999-12-31
8460000,8,2023-01-01,,,False,2019-03-09,2023-01-01,2999-12-31
4141960,3,2023-01-01,,,False,2018-12-15,2023-01-01,2999-12-31
7736550,7,2023-01-01,,,False,2018-11-10,2023-01-01,2999-12-31
2913643,1,2023-01-01,,,False,2018-03-01,2023-01-01,2999-12-31
5229554,4,2023-01-01,,,False,2019-04-14,2023-01-01,2999-12-31
4853100,3,2023-01-01,,,False,2018-11-20,2023-01-01,2999-12-31
7239106,7,2023-01-01,,,False,2018-12-01,2023-01-01,2999-12-31
5723018,4,2023-01-01,,,False,2018-12-29,2023-01-01,2999-12-31
8380366,8,2023-01-01,,,False,2019-01-02,2023-01-01,2999-12-31
8346976,8,2023-01-01,,,False,2018-08-06,2023-01-01,2999-12-31
8439187,8,2023-01-01,,,False,2019-11-04,2023-01-01,2999-12-31
3565795,2,2023-01-01,,,False,2018-11-11,2023-01-01,2999-12-31
4983074,3,2023-01-01,,,False,2019-05-27,2023-01-01,2999-12-31
3103535,2,2023-01-01,,,False,2019-10-08,2023-01-01,2999-12-31
5618093,4,2023-01-01,,,False,2019-05-12,2023-01-01,2999-12-31
4795456,3,2023-01-01,,,False,2019-12-06,2023-01-01,2999-12-31
4786143,3,2023-01-01,,,False,2019-04-18,2023-01-01,2999-12-31
7753895,7,2023-01-01,,,False,2019-12-19,2023-01-01,2999-12-31
4141751,3,2023-01-01,,,False,2018-12-13,2023-01-01,2999-12-31
3819670,2,2023-01-01,,,False,2018-12-29,2023-01-01,2999-12-31
2442293,1,2023-01-01,,,False,2019-07-17,2023-01-01,2999-12-31
4800979,3,2023-01-01,,,False,2019-04-23,2023-01-01,2999-12-31
2858438,1,2023-01-01,,,False,2018-08-27,2023-01-01,2999-12-31
2329078,1,2023-01-01,,,False,2019-03-29,2023-01-01,2999-12-31
6749587,5,2023-01-01,,,False,2018-05-09,2023-01-01,2999-12-31
7869753,7,2023-01-01,,,False,2019-03-29,2023-01-01,2999-12-31
6553050,5,2023-01-01,,,False,2019-02-06,2023-01-01,2999-12-31
7159343,7,2023-01-01,,,False,2019-01-25,2023-01-01,2999-12-31
2168146,1,2023-01-01,,,False,2018-10-28,2023-01-01,2999-12-31
8979150,8,2023-01-01,,,False,2018-05-05,2023-01-01,2999-12-31
8935628,8,2023-01-01,,,False,2019-08-29,2023-01-01,2999-12-31
6341188,5,2023-01-01,,,False,2019-11-05,2023-01-01,2999-12-31
2896459,1,2023-01-01,,,False,2019-12-25,2023-01-01,2999-12-31
5107260,4,2023-01-01,,,False,2019-04-24,2023-01-01,2999-12-31
8441277,8,2023-01-01,,,False,2018-05-04,2023-01-01,2999-12-31
6063719,5,2023-01-01,,,False,2019-05-21,2023-01-01,2999-12-31
8752802,8,2023-01-01,,,False,2018-07-22,2023-01-01,2999-12-31
7050546,7,2023-01-01,,,False,2019-02-17,2023-01-01,2999-12-31
8838672,8,2023-01-01,,,False,2019-04-27,2023-01-01,2999-12-31
5917280,4,2023-01-01,,,False,2018-11-18,2023-01-01,2999-12-31
6040472,5,2023-01-01,,,False,2019-01-21,2023-01-01,2999-12-31
3011642,2,2023-01-01,,,False,2019-05-17,2023-01-01,2999-12-31
3093702,2,2023-01-01,,,False,2018-06-12,2023-01-01,2999-12-31
8414153,8,2023-01-01,,,False,2018-09-13,2023-01-01,2999-12-31
3199514,2,2023-01-01,,,False,2018-05-16,2023-01-01,2999-12-31
8807489,8,2023-01-01,,,False,2020-01-14,2023-01-01,2999-12-31
5899009,4,2023-01-01,,,False,2018-02-24,2023-01-01,2999-12-31
8973265,8,2023-01-01,,,False,2019-09-19,2023-01-01,2999-12-31
4966242,3,2023-01-01,,,False,2019-06-28,2023-01-01,2999-12-31
7839448,7,2023-01-01,,,False,2019-12-18,2023-01-01,2999-12-31
5068021,4,2023-01-01,,,False,2019-07-21,2023-01-01,2999-12-31
2319104,1,2023-01-01,,,False,2019-09-09,2023-01-01,2999-12-31
6655655,5,2023-01-01,,,False,2018-03-22,2023-01-01,2999-12-31
4261277,3,2023-01-01,,,False,2018-06-17,2023-01-01,2999-12-31
6167580,5,2023-01-01,,,False,2018-02-18,2023-01-01,2999-12-31
7115207,7,2023-01-01,,,False,2018-02-08,2023-01-01,2999-12-31
6540082,5,2023-01-01,,,False,2018-06-08,2023-01-01,2999-12-31
8591682,8,2023-01-01,,,False,2018-10-19,2023-01-01,2999-12-31
7735230,7,2023-01-01,,,False,2019-05-14,2023-01-01,2999-12-31
3672982,2,2023-01-01,,,False,2019-08-18,2023-01-01,2999-12-31
3296693,2,2023-01-01,,,False,2018-03-19,2023-01-01,2999-12-31
2667096,1,2023-01-01,,,False,2018-06-07,2023-01-01,2999-12-31
2035189,1,2023-01-01,,,False,2018-12-29,2023-01-01,2999-12-31
2052393,1,2023-01-01,,,False,2018-09-28,2023-01-01,2999-12-31
4823596,3,2023-01-01,,,False,2018-10-08,2023-01-01,2999-12-31
2633350,1,2023-01-01,,,False,2018-07-28,2023-01-01,2999-12-31
6244641,5,2023-01-01,,,False,2018-09-16,2023-01-01,2999-12-31
2022033,1,2023-01-01,,,False,2018-12-20,2023-01-01,2999-12-31
8373416,8,2023-01-01,,,False,2018-06-02,2023-01-01,2999-12-31
2588579,1,2023-01-01,,,False,2019-09-02,2023-01-01,2999-12-31
2502771,1,2023-01-01,,,False,2019-09-19,2023-01-01,2999-12-31
5748690,4,2023-01-01,,,False,2019-07-14,2023-01-01,2999-12-31
4561312,3,2023-01-01,,,False,2019-03-02,2023-01-01,2999-12-31
4933269,3,2023-01-01,,,False,2019-02-20,2023-01-01,2999-12-31
8644562,8,2023-01-01,,,False,2018-11-18,2023-01-01,2999-12-31
4003014,3,2023-01-01,,,False,2019-05-08,2023-01-01,2999-12-31
5362529,4,2023-01-01,,,False,2018-10-05,2023-01-01,2999-12-31
2485997,1,2023-01-01,,,False,2019-07-05,2023-01-01,2999-12-31
7017530,7,2023-01-01,,,False,2019-01-07,2023-01-01,2999-12-31
5016405,4,2023-01-01,,,False,2018-07-10,2023-01-01,2999-12-31
7209341,7,2023-01-01,,,False,2018-08-27,2023-01-01,2999-12-31
3418027,2,2023-01-01,,,False,2019-03-06,2023-01-01,2999-12-31
8799165,8,2023-01-01,,,False,2018-09-13,2023-01-01,2999-12-31
8373409,8,2023-01-01,,,False,2019-08-19,2023-01-01,2999-12-31
8319082,8,2023-01-01,,,False,2018-09-03,2023-01-01,2999-12-31
2315471,1,2023-01-01,,,False,2018-09-09,2023-01-01,2999-12-31
2299335,1,2023-01-01,,,False,2019-10-26,2023-01-01,2999-12-31
5813327,4,2023-01-01,,,False,2019-12-13,2023-01-01,2999-12-31
2020737,1,2023-01-01,,,False,2018-04-10,2023-01-01,2999-12-31
6738014,5,2023-01-01,,,False,2018-03-05,2023-01-01,2999-12-31
7165467,7,2023-01-01,,,False,2020-01-05,2023-01-01,2999-12-31
4292914,3,2023-01-01,,,False,2019-08-30,2023-01-01,2999-12-31
2339683,1,2023-01-01,,,False,2018-04-18,2023-01-01,2999-12-31
8451434,8,2023-01-01,,,False,2018-02-28,2023-01-01,2999-12-31
4395505,3,2023-01-01,,,False,2019-03-21,2023-01-01,2999-12-31
5804576,4,2023-01-01,,,False,2019-10-06,2023-01-01,2999-12-31
8900065,8,2023-01-01,,,False,2019-09-06,2023-01-01,2999-12-31
8855066,8,2023-01-01,,,False,2018-10-25,2023-01-01,2999-12-31
5002506,4,2023-01-01,,,False,2019-04-04,2023-01-01,2999-12-31
8002585,8,2023-01-01,,,False,2018-07-17,2023-01-01,2999-12-31
8362176,8,2023-01-01,,,False,2019-09-17,2023-01-01,2999-12-31
2212560,1,2023-01-01,,,False,2019-04-14,2023-01-01,2999-12-31
8436291,8,2023-01-01,,,False,2019-04-10,2023-01-01,2999-12-31
3092356,2,2023-01-01,,,False,2018-11-14,2023-01-01,2999-12-31
4709722,3,2023-01-01,,,False,2019-01-22,2023-01-01,2999-12-31
6682420,5,2023-01-01,,,False,2019-02-21,2023-01-01,2999-12-31
6542871,5,2023-01-01,,,False,2018-12-16,2023-01-01,2999-12-31
4283667,3,2023-01-01,,,False,2019-12-02,2023-01-01,2999-12-31
2885861,1,2023-01-01,,,False,2019-12-14,2023-01-01,2999-12-31
6043480,5,2023-01-01,,,False,2019-07-31,2023-01-01,2999-12-31
2570483,1,2023-01-01,,,False,2019-12-28,2023-01-01,2999-12-31
5941377,4,2023-01-01,,,False,2019-06-15,2023-01-01,2999-12-31
7915644,7,2023-01-01,,,False,2018-06-05,2023-01-01,2999-12-31
2922317,1,2023-01-01,,,False,2019-11-20,2023-01-01,2999-12-31
5504119,4,2023-01-01,,,False,2019-02-10,2023-01-01,2999-12-31
7518695,7,2023-01-01,,,False,2019-03-16,2023-01-01,2999-12-31
5381205,4,2023-01-01,,,False,2018-10-25,2023-01-01,2999-12-31
7522145,7,2023-01-01,,,False,2018-11-28,2023-01-01,2999-12-31
6278558,5,2023-01-01,,,False,2018-03-30,2023-01-01,2999-12-31
2773051,1,2023-01-01,,,False,2018-11-14,2023-01-01,2999-12-31
5683335,4,2023-01-01,,,False,2018-07-22,2023-01-01,2999-12-31
7487766,7,2023-01-01,,,False,2018-04-06,2023-01-01,2999-12-31
4910351,3,2023-01-01,,,False,2019-08-10,2023-01-01,2999-12-31
3738008,2,2023-01-01,,,False,2019-10-10,2023-01-01,2999-12-31
5822722,4,2023-01-01,,,False,2018-08-13,2023-01-01,2999-12-31
2880971,1,2023-01-01,,,False,2018-08-02,2023-01-01,2999-12-31
8498037,8,2023-01-01,,,False,2018-05-14,2023-01-01,2999-12-31
4201366,3,2023-01-01,,,False,2020-01-11,2023-01-01,2999-12-31
4570634,3,2023-01-01,,,False,2019-07-12,2023-01-01,2999-12-31
4483369,3,2023-01-01,,,False,2019-06-29,2023-01-01,2999-12-31
6405966,5,2023-01-01,,,False,2018-08-28,2023-01-01,2999-12-31
2048956,1,2023-01-01,,,False,2018-09-22,2023-01-01,2999-12-31
5192502,4,2023-01-01,,,False,2019-11-25,2023-01-01,2999-12-31
6878648,5,2023-01-01,,,False,2019-09-06,2023-01-01,2999-12-31
5004363,4,2023-01-01,,,False,2020-01-01,2023-01-01,2999-12-31
8517641,8,2023-01-01,,,False,2018-02-17,2023-01-01,2999-12-31
6098695,5,2023-01-01,,,False,2018-12-07,2023-01-01,2999-12-31
2116829,1,2023-01-01,,,False,2018-10-13,2023-01-01,2999-12-31
5865512,4,2023-01-01,,,False,2018-02-01,2023-01-01,2999-12-31
7485314,7,2023-01-01,,,False,2019-02-14,2023-01-01,2999-12-31
3851663,2,2023-01-01,,,False,2019-12-14,2023-01-01,2999-12-31
8270661,8,2023-01-01,,,False,2018-03-30,2023-01-01,2999-12-31
6579284,5,2023-01-01,,,False,2018-02-02,2023-01-01,2999-12-31
5139201,4,2023-01-01,,,False,2019-10-20,2023-01-01,2999-12-31
3256316,2,2023-01-01,,,False,2020-01-13,2023-01-01,2999-12-31
8863905,8,2023-01-01,,,False,2018-05-15,2023-01-01,2999-12-31
2650564,1,2023-01-01,,,False,2018-10-25,2023-01-01,2999-12-31
8593383,8,2023-01-01,,,False,2019-03-19,2023-01-01,2999-12-31
8636616,8,2023-01-01,,,False,2018-02-16,2023-01-01,2999-12-31
4079375,3,2023-01-01,,,False,2019-03-18,2023-01-01,2999-12-31
6998287,5,2023-01-01,,,False,2019-03-05,2023-01-01,2999-12-31
7451316,7,2023-01-01,,,False,2019-01-13,2023-01-01,2999-12-31
7703620,7,2023-01-01,,,False,2018-09-30,2023-01-01,2999-12-31
8155183,8,2023-01-01,,,False,2019-08-19,2023-01-01,2999-12-31
5417121,4,2023-01-01,,,False,2018-04-16,2023-01-01,2999-12-31
3626977,2,2023-01-01,,,False,2019-07-16,2023-01-01,2999-12-31
8770621,8,2023-01-01,,,False,2018-07-19,2023-01-01,2999-12-31
2362492,1,2023-01-01,,,False,2018-12-12,2023-01-01,2999-12-31
3345627,2,2023-01-01,,,False,2018-05-09,2023-01-01,2999-12-31
6978776,5,2023-01-01,,,False,2019-08-20,2023-01-01,2999-12-31
5996558,4,2023-01-01,,,False,2019-11-04,2023-01-01,2999-12-31
3963009,2,2023-01-01,,,False,2020-01-17,2023-01-01,2999-12-31
4291298,3,2023-01-01,,,False,2019-07-18,2023-01-01,2999-12-31
4139913,3,2023-01-01,,,False,2018-11-17,2023-01-01,2999-12-31
5067650,4,2023-01-01,,,False,2018-09-24,2023-01-01,2999-12-31
3987863,2,2023-01-01,,,False,2018-07-29,2023-01-01,2999-12-31
6406013,5,2023-01-01,,,False,2018-11-25,2023-01-01,2999-12-31
2707642,1,2023-01-01,,,False,2019-03-29,2023-01-01,2999-12-31
7609281,7,2023-01-01,,,False,2018-11-15,2023-01-01,2999-12-31
8851601,8,2023-01-01,,,False,2019-12-30,2023-01-01,2999-12-31
7912249,7,2023-01-01,,,False,2019-03-06,2023-01-01,2999-12-31
3149112,2,2023-01-01,,,False,2020-01-05,2023-01-01,2999-12-31
5651217,4,2023-01-01,,,False,2019-12-12,2023-01-01,2999-12-31
3051283,2,2023-01-01,,,False,2018-02-06,2023-01-01,2999-12-31
7630709,7,2023-01-01,,,False,2018-06-03,2023-01-01,2999-12-31
8074651,8,2023-01-01,,,False,2018-12-07,2023-01-01,2999-12-31
5198329,4,2023-01-01,,,False,2018-06-08,2023-01-01,2999-12-31
8503418,8,2023-01-01,,,False,2018-02-24,2023-01-01,2999-12-31
7269516,7,2023-01-01,,,False,2018-11-12,2023-01-01,2999-12-31
4175662,3,2023-01-01,,,False,2019-06-27,2023-01-01,2999-12-31
8983302,8,2023-01-01,,,False,2018-08-28,2023-01-01,2999-12-31
8269840,8,2023-01-01,,,False,2019-09-21,2023-01-01,2999-12-31
8237907,8,2023-01-01,,,False,2019-02-24,2023-01-01,2999-12-31
4589558,3,2023-01-01,,,False,2019-10-18,2023-01-01,2999-12-31
4611232,3,2023-01-01,,,False,2019-07-12,2023-01-01,2999-12-31
7025478,7,2023-01-01,,,False,2019-06-10,2023-01-01,2999-12-31
3896604,2,2023-01-01,,,False,2018-11-20,2023-01-01,2999-12-31
8470251,8,2023-01-01,,,False,2018-04-21,2023-01-01,2999-12-31
2957809,1,2023-01-01,,,False,2018-12-04,2023-01-01,2999-12-31
7788932,7,2023-01-01,,,False,2019-10-18,2023-01-01,2999-12-31
8612652,8,2023-01-01,,,False,2018-02-25,2023-01-01,2999-12-31
8976267,8,2023-01-01,,,False,2020-01-05,2023-01-01,2999-12-31
6540090,5,2023-01-01,,,False,2018-02-28,2023-01-01,2999-12-31
7524306,7,2023-01-01,,,False,2018-06-22,2023-01-01,2999-12-31
5327657,4,2023-01-01,,,False,2018-05-19,2023-01-01,2999-12-31
7906712,7,2023-01-01,,,False,2018-07-22,2023-01-01,2999-12-31
8223341,8,2023-01-01,,,False,2019-10-26,2023-01-01,2999-12-31
4728005,3,2023-01-01,,,False,2018-08-08,2023-01-01,2999-12-31
7074781,7,2023-01-01,,,False,2018-09-15,2023-01-01,2999-12-31
7405003,7,2023-01-01,,,False,2019-05-26,2023-01-01,2999-12-31
2655085,1,2023-01-01,,,False,2019-02-24,2023-01-01,2999-12-31
6373365,5,2023-01-01,,,False,2018-12-17,2023-01-01,2999-12-31
6811757,5,2023-01-01,,,False,2018-12-12,2023-01-01,2999-12-31
4552737,3,2023-01-01,,,False,2018-06-25,2023-01-01,2999-12-31
4614386,3,2023-01-01,,,False,2018-06-29,2023-01-01,2999-12-31
4368904,3,2023-01-01,,,False,2018-09-29,2023-01-01,2999-12-31
6580935,5,2023-01-01,,,False,2018-09-01,2023-01-01,2999-12-31
3713697,2,2023-01-01,,,False,2018-07-12,2023-01-01,2999-12-31
7649819,7,2023-01-01,,,False,2018-02-13,2023-01-01,2999-12-31
5465810,4,2023-01-01,,,False,2019-04-03,2023-01-01,2999-12-31
6836683,5,2023-01-01,,,False,2018-07-15,2023-01-01,2999-12-31
2976882,1,2023-01-01,,,False,2018-12-30,2023-01-01,2999-12-31
3517106,2,2023-01-01,,,False,2019-10-08,2023-01-01,2999-12-31
2674815,1,2023-01-01,,,False,2019-10-01,2023-01-01,2999-12-31
2089480,1,2023-01-01,,,False,2018-08-07,2023-01-01,2999-12-31
2234832,1,2023-01-01,,,False,2019-04-22,2023-01-01,2999-12-31
7713240,7,2023-01-01,,,False,2019-06-30,2023-01-01,2999-12-31
4495124,3,2023-01-01,,,False,2018-12-31,2023-01-01,2999-12-31
3886735,2,2023-01-01,,,False,2019-08-25,2023-01-01,2999-12-31
8673545,8,2023-01-01,,,False,2019-12-26,2023-01-01,2999-12-31
8365683,8,2023-01-01,,,False,2019-04-11,2023-01-01,2999-12-31
7461075,7,2023-01-01,,,False,2019-12-17,2023-01-01,2999-12-31
8806568,8,2023-01-01,,,False,2018-09-24,2023-01-01,2999-12-31
2221402,1,2023-01-01,,,False,2019-09-10,2023-01-01,2999-12-31
2259471,1,2023-01-01,,,False,2018-10-15,2023-01-01,2999-12-31
6164879,5,2023-01-01,,,False,2019-09-27,2023-01-01,2999-12-31
3390170,2,2023-01-01,,,False,2019-04-26,2023-01-01,2999-12-31
8659128,8,2023-01-01,,,False,2018-11-29,2023-01-01,2999-12-31
2911045,1,2023-01-01,,,False,2019-01-04,2023-01-01,2999-12-31
3691278,2,2023-01-01,,,False,2019-03-05,2023-01-01,2999-12-31
2882908,1,2023-01-01,,,False,2018-03-18,2023-01-01,2999-12-31
4977166,3,2023-01-01,,,False,2018-06-30,2023-01-01,2999-12-31
5899388,4,2023-01-01,,,False,2018-08-01,2023-01-01,2999-12-31
8586949,8,2023-01-01,,,False,2018-10-18,2023-01-01,2999-12-31
3551911,2,2023-01-01,,,False,2019-07-27,2023-01-01,2999-12-31
6995363,5,2023-01-01,,,False,2018-06-28,2023-01-01,2999-12-31
5913641,4,2023-01-01,,,False,2019-12-30,2023-01-01,2999-12-31
7503300,7,2023-01-01,,,False,2019-12-19,2023-01-01,2999-12-31
5297442,4,2023-01-01,,,False,2018-07-28,2023-01-01,2999-12-31
6749867,5,2023-01-01,,,False,2018-04-29,2023-01-01,2999-12-31
6304831,5,2023-01-01,,,False,2019-03-07,2023-01-01,2999-12-31
6414857,5,2023-01-01,,,False,2018-06-16,2023-01-01,2999-12-31
2127743,1,2023-01-01,,,False,2019-06-11,2023-01-01,2999-12-31
4856593,3,2023-01-01,,,False,2019-12-22,2023-01-01,2999-12-31
3111941,2,2023-01-01,,,False,2018-05-04,2023-01-01,2999-12-31
7291994,7,2023-01-01,,,False,2019-12-20,2023-01-01,2999-12-31
6059149,5,2023-01-01,,,False,2018-01-27,2023-01-01,2999-12-31
3095698,2,2023-01-01,,,False,2018-09-24,2023-01-01,2999-12-31
5152575,4,2023-01-01,,,False,2019-02-18,2023-01-01,2999-12-31
3343385,2,2023-01-01,,,False,2018-09-24,2023-01-01,2999-12-31
2863902,1,2023-01-01,,,False,2019-09-24,2023-01-01,2999-12-31
8589927,8,2023-01-01,,,False,2018-05-06,2023-01-01,2999-12-31
8675605,8,2023-01-01,,,False,2018-06-30,2023-01-01,2999-12-31
5609736,4,2023-01-01,,,False,2018-03-18,2023-01-01,2999-12-31
4498761,3,2023-01-01,,,False,2018-07-31,2023-01-01,2999-12-31
4611973,3,2023-01-01,,,False,2019-05-13,2023-01-01,2999-12-31
6622563,5,2023-01-01,,,False,2018-09-19,2023-01-01,2999-12-31
2627479,1,2023-01-01,,,False,2018-11-06,2023-01-01,2999-12-31
7857091,7,2023-01-01,,,False,2019-10-31,2023-01-01,2999-12-31
7128396,7,2023-01-01,,,False,2020-01-05,2023-01-01,2999-12-31
2152418,1,2023-01-01,,,False,2018-09-04,2023-01-01,2999-12-31
8729238,8,2023-01-01,,,False,2019-02-17,2023-01-01,2999-12-31
5295629,4,2023-01-01,,,False,2019-03-02,2023-01-01,2999-12-31
7735483,7,2023-01-01,,,False,2019-02-06,2023-01-01,2999-12-31
5715220,4,2023-01-01,,,False,2018-05-13,2023-01-01,2999-12-31
2497013,1,2023-01-01,,,False,2019-02-09,2023-01-01,2999-12-31
7493608,7,2023-01-01,,,False,2018-11-04,2023-01-01,2999-12-31
5325836,4,2023-01-01,,,False,2019-09-26,2023-01-01,2999-12-31
6536603,5,2023-01-01,,,False,2018-04-14,2023-01-01,2999-12-31
4120559,3,2023-01-01,,,False,2018-08-31,2023-01-01,2999-12-31
6225587,5,2023-01-01,,,False,2018-04-06,2023-01-01,2999-12-31
7466334,7,2023-01-01,,,False,2018-03-07,2023-01-01,2999-12-31
3915344,2,2023-01-01,,,False,2018-11-07,2023-01-01,2999-12-31
2470387,1,2023-01-01,,,False,2018-08-11,2023-01-01,2999-12-31
7067741,7,2023-01-01,,,False,2019-05-09,2023-01-01,2999-12-31
7316967,7,2023-01-01,,,False,2018-10-20,2023-01-01,2999-12-31
6302001,5,2023-01-01,,,False,2018-09-11,2023-01-01,2999-12-31
5030236,4,2023-01-01,,,False,2019-04-22,2023-01-01,2999-12-31
6154158,5,2023-01-01,,,False,2018-04-04,2023-01-01,2999-12-31
3708096,2,2023-01-01,,,False,2018-04-28,2023-01-01,2999-12-31
6640736,5,2023-01-01,,,False,2018-05-18,2023-01-01,2999-12-31
2346129,1,2023-01-01,,,False,2018-07-23,2023-01-01,2999-12-31
6907608,5,2023-01-01,,,False,2018-08-28,2023-01-01,2999-12-31
6190441,5,2023-01-01,,,False,2019-02-05,2023-01-01,2999-12-31
2050031,1,2023-01-01,,,False,2018-06-17,2023-01-01,2999-12-31
8360911,8,2023-01-01,,,False,2019-06-04,2023-01-01,2999-12-31
6451062,5,2023-01-01,,,False,2019-05-17,2023-01-01,2999-12-31
3823816,2,2023-01-01,,,False,2018-07-05,2023-01-01,2999-12-31
4383103,3,2023-01-01,,,False,2018-02-05,2023-01-01,2999-12-31
2030060,1,2023-01-01,,,False,2018-10-04,2023-01-01,2999-12-31
4162792,3,2023-01-01,,,False,2019-01-13,2023-01-01,2999-12-31
2236885,1,2023-01-01,,,False,2019-02-06,2023-01-01,2999-12-31
8761010,8,2023-01-01,,,False,2019-04-09,2023-01-01,2999-12-31
2579716,1,2023-01-01,,,False,2018-07-04,2023-01-01,2999-12-31
3322180,2,2023-01-01,,,False,2018-11-12,2023-01-01,2999-12-31
3367069,2,2023-01-01,,,False,2019-11-06,2023-01-01,2999-12-31
6055087,5,2023-01-01,,,False,2019-02-18,2023-01-01,2999-12-31
6296843,5,2023-01-01,,,False,2019-12-24,2023-01-01,2999-12-31
5567766,4,2023-01-01,,,False,2018-06-02,2023-01-01,2999-12-31
8439705,8,2023-01-01,,,False,2019-02-04,2023-01-01,2999-12-31
8592581,8,2023-01-01,,,False,2019-03-03,2023-01-01,2999-12-31
7355263,7,2023-01-01,,,False,2018-04-17,2023-01-01,2999-12-31
2004996,1,2023-01-01,,,False,2018-03-22,2023-01-01,2999-12-31
5191409,4,2023-01-01,,,False,2018-09-10,2023-01-01,2999-12-31
6575806,5,2023-01-01,,,False,2018-03-18,2023-01-01,2999-12-31
6502722,5,2023-01-01,,,False,2019-11-10,2023-01-01,2999-12-31
3653329,2,2023-01-01,,,False,2020-01-05,2023-01-01,2999-12-31
4215210,3,2023-01-01,,,False,2018-08-21,2023-01-01,2999-12-31
5506284,4,2023-01-01,,,False,2019-12-23,2023-01-01,2999-12-31
8578114,8,2023-01-01,,,False,2019-06-30,2023-01-01,2999-12-31
8836833,8,2023-01-01,,,False,2018-10-15,2023-01-01,2999-12-31
7227240,7,2023-01-01,,,False,2018-03-30,2023-01-01,2999-12-31
3106071,2,2023-01-01,,,False,2019-12-09,2023-01-01,2999-12-31
5361975,4,2023-01-01,,,False,2019-09-18,2023-01-01,2999-12-31
4666528,3,2023-01-01,,,False,2019-09-02,2023-01-01,2999-12-31
5227634,4,2023-01-01,,,False,2019-01-23,2023-01-01,2999-12-31
4494143,3,2023-01-01,,,False,2019-02-22,2023-01-01,2999-12-31
3037699,2,2023-01-01,,,False,2019-07-23,2023-01-01,2999-12-31
6598154,5,2023-01-01,,,False,2018-07-23,2023-01-01,2999-12-31
8885871,8,2023-01-01,,,False,2018-06-27,2023-01-01,2999-12-31
3763088,2,2023-01-01,,,False,2018-05-31,2023-01-01,2999-12-31
3215363,2,2023-01-01,,,False,2018-03-25,2023-01-01,2999-12-31
7616253,7,2023-01-01,,,False,2018-04-08,2023-01-01,2999-12-31
6694754,5,2023-01-01,,,False,2019-02-27,2023-01-01,2999-12-31
3825750,2,2023-01-01,,,False,2018-12-14,2023-01-01,2999-12-31
