"deal_rk","effective_from_date","effective_to_date","agreement_rk","account_rk","client_rk","department_rk","product_rk","product_name","deal_type_cd","deal_start_date","deal_name","deal_num","deal_sum","loan_holiday_type_cd","loan_holiday_start_date","loan_holiday_finish_date","loan_holiday_fact_finish_date","loan_holiday_finish_flg","loan_holiday_last_possible_date"
4814935,2023-01-01,2999-12-31,698494,3216682,206418,123,1555542,Ипотека,"1",2022-01-06,Ипотека,"398-895-315-786-533",3203905,"3",2023-01-01,,,false,2018-11-16
2311707,2023-01-01,2999-12-31,898847,3218713,416020,20,1849593,Автокредит,"3",2022-01-06,Автокредит,"937-786-298-753-224",1304672,"1",2023-01-01,,,false,2018-06-07
4918307,2023-01-01,2999-12-31,758406,3394044,450203,66,1562594,Кредит наличными со страховкой,"1",2022-01-06,Кредит наличными со страховкой,"821-927-757-192-371",5038692,"3",2023-01-01,,,false,2019-02-02
6374525,2023-01-01,2999-12-31,583479,3706521,162547,35,1182914,Автокредит,"8",2020-07-15,Автокредит,"789-822-213-146-424",2601185,"5",2023-01-01,,,false,2018-04-04
3761883,2023-01-01,2999-12-31,642784,3795641,290175,58,1319305,Кредит наличными со страховкой,"6",2020-07-15,Кредит наличными со страховкой,"824-347-698-451-162",4132196,"2",2023-01-01,,,false,2018-07-19
6079210,2023-01-01,2999-12-31,512384,3752263,273954,81,1755534,Кредит наличными,"8",2020-07-15,Кредит наличными,"481-197-284-213-530",2810769,"5",2023-01-01,,,false,2018-03-18
7890022,2023-01-01,2999-12-31,619191,3414619,300530,80,1930632,Ипотека,"5",2021-01-11,Ипотека,"524-591-599-898-892",1885615,"7",2023-01-01,,,false,2019-06-02
7456268,2023-01-01,2999-12-31,733660,3423677,139123,119,1505334,Ипотека,"5",2022-01-06,Ипотека,"987-381-792-320-813",4292922,"7",2023-01-01,,,false,2018-02-28
7596430,2023-01-01,2999-12-31,705782,3924708,203644,17,1443079,Кредит наличными,"5",2020-01-17,Кредит наличными,"530-968-103-521-900",5656978,"7",2023-01-01,,,false,2018-10-22
7823238,2023-01-01,2999-12-31,920800,3245083,127822,20,1450637,Кредит наличными со страховкой,"5",2022-01-06,Кредит наличными со страховкой,"763-829-711-339-827",2809674,"7",2023-01-01,,,false,2018-11-22
7984316,2023-01-01,2999-12-31,726644,3617848,365909,114,1561074,Кредит наличными со страховкой,"5",2021-01-11,Кредит наличными со страховкой,"112-503-521-791-629",2627739,"7",2023-01-01,,,false,2018-07-04
3328344,2023-01-01,2999-12-31,760451,3582530,287855,36,1883941,Автокредит,"6",2022-01-06,Автокредит,"640-241-552-270-967",1086857,"2",2023-01-01,,,false,2018-02-11
5500974,2023-01-01,2999-12-31,759103,3873552,231351,111,1632491,Автокредит,"2",2020-01-17,Автокредит,"509-357-261-242-153",4082112,"4",2023-01-01,,,false,2019-02-11
4398415,2023-01-01,2999-12-31,871262,3714700,414108,56,1652304,Ипотека,"1",2022-01-06,Ипотека,"943-373-964-844-163",2978397,"3",2023-01-01,,,false,2019-11-01
7706564,2023-01-01,2999-12-31,646649,3694548,348495,34,1398551,Автокредит,"5",2022-01-06,Автокредит,"405-797-626-137-479",4783407,"7",2023-01-01,,,false,2018-05-09
7522524,2023-01-01,2999-12-31,975854,3964066,237632,13,1601196,Кредит наличными со страховкой,"5",2022-01-06,Кредит наличными со страховкой,"163-657-115-512-922",4605591,"7",2023-01-01,,,false,2019-03-15
6485720,2023-01-01,2999-12-31,524304,3075001,176185,59,1607713,Кредит наличными со страховкой,"8",2022-01-06,Кредит наличными со страховкой,"600-217-802-299-480",4364544,"5",2023-01-01,,,false,2019-06-20
5335526,2023-01-01,2999-12-31,967696,3059041,332345,64,1305930,Автокредит,"2",2022-01-06,Автокредит,"426-991-252-994-946",1103180,"4",2023-01-01,,,false,2019-10-27
4431662,2023-01-01,2999-12-31,722498,3065575,420880,126,1522898,Автокредит,"1",2021-07-10,Автокредит,"333-471-560-602-983",3608253,"3",2023-01-01,,,false,2019-03-10
5133043,2023-01-01,2999-12-31,977572,3283773,236542,99,1055469,Автокредит,"2",2022-01-06,Автокредит,"964-582-504-192-930",2550762,"4",2023-01-01,,,false,2019-08-03
4439872,2023-01-01,2999-12-31,769059,3022297,121102,127,1279582,Ипотека,"1",2021-01-11,Ипотека,"886-232-869-562-825",5470813,"3",2023-01-01,,,false,2018-09-06
7723181,2023-01-01,2999-12-31,901929,3512776,100339,80,1925223,Автокредит,"5",2021-07-10,Автокредит,"759-381-790-567-120",4404282,"7",2023-01-01,,,false,2018-06-24
6165367,2023-01-01,2999-12-31,735774,3854264,363496,56,1091727,Кредит наличными со страховкой,"8",2020-07-15,Кредит наличными со страховкой,"307-196-458-463-266",4067454,"5",2023-01-01,,,false,2019-06-13
6606157,2023-01-01,2999-12-31,955630,3422184,313462,58,1072984,Кредит наличными,"8",2021-07-10,Кредит наличными,"956-648-328-414-229",2262985,"5",2023-01-01,,,false,2020-01-08
3099927,2023-01-01,2999-12-31,966337,3067106,436352,113,1772054,Кредит наличными,"6",2020-01-17,Кредит наличными,"637-181-849-397-371",3157153,"2",2023-01-01,,,false,2018-10-23
7368521,2023-01-01,2999-12-31,879324,3482587,217531,47,1987657,Кредит наличными,"5",2020-01-17,Кредит наличными,"252-826-905-925-204",5670407,"7",2023-01-01,,,false,2018-04-20
4856400,2023-01-01,2999-12-31,847295,3976843,187543,84,1806522,Кредит наличными,"1",2021-01-11,Кредит наличными,"876-805-424-531-447",5100826,"3",2023-01-01,,,false,2018-09-18
5862055,2023-01-01,2999-12-31,535495,3574680,155710,24,1990011,Кредит наличными,"2",2021-01-11,Кредит наличными,"913-287-438-498-378",4362029,"4",2023-01-01,,,false,2019-01-25
5198877,2023-01-01,2999-12-31,796003,3763859,149348,40,1401224,Кредит наличными,"2",2022-01-06,Кредит наличными,"213-993-718-266-522",3394589,"4",2023-01-01,,,false,2018-06-11
6056628,2023-01-01,2999-12-31,637237,3215771,271665,74,1044516,Кредит наличными,"8",2020-01-17,Кредит наличными,"154-650-697-257-746",2376525,"5",2023-01-01,,,false,2018-04-08
2200585,2023-01-01,2999-12-31,898164,3245480,123864,16,1238390,Ипотека,"3",2021-07-10,Ипотека,"293-988-452-906-942",3802115,"1",2023-01-01,,,false,2018-11-22
7843152,2023-01-01,2999-12-31,540895,3445515,274322,95,1535160,Ипотека,"5",2022-01-06,Ипотека,"577-886-309-682-474",1595192,"7",2023-01-01,,,false,2019-12-07
7914805,2023-01-01,2999-12-31,553135,3862652,483220,21,1291636,Автокредит,"5",2021-01-11,Автокредит,"627-496-725-138-299",4449927,"7",2023-01-01,,,false,2018-04-19
2830908,2023-01-01,2999-12-31,503787,3627408,183409,89,1394686,Кредит наличными со страховкой,"3",2022-01-06,Кредит наличными со страховкой,"690-713-659-753-466",621270,"1",2023-01-01,,,false,2018-08-28
8749758,2023-01-01,2999-12-31,548509,3304372,299236,83,1856667,Автокредит,"4",2021-07-10,Автокредит,"765-604-781-777-661",5014599,"8",2023-01-01,,,false,2018-10-23
8888850,2023-01-01,2999-12-31,882126,3935561,136498,13,1114960,Кредит наличными,"4",2021-07-10,Кредит наличными,"753-916-786-873-414",2685260,"8",2023-01-01,,,false,2019-06-27
5892037,2023-01-01,2999-12-31,656841,3975664,281611,78,1318215,Кредит наличными,"2",2021-07-10,Кредит наличными,"657-872-583-561-479",4152396,"4",2023-01-01,,,false,2019-12-08
3025816,2023-01-01,2999-12-31,797153,3464031,192977,29,1523935,Кредит наличными со страховкой,"6",2022-01-06,Кредит наличными со страховкой,"859-217-947-794-956",467451,"2",2023-01-01,,,false,2018-03-27
5161996,2023-01-01,2999-12-31,814265,3853918,428914,66,1111672,Ипотека,"2",2020-01-17,Ипотека,"998-978-507-951-755",5641587,"4",2023-01-01,,,false,2019-08-01
5953434,2023-01-01,2999-12-31,575550,3335879,104817,95,1760043,Кредит наличными со страховкой,"2",2021-07-10,Кредит наличными со страховкой,"476-213-738-834-229",1815959,"4",2023-01-01,,,false,2019-08-19
6851061,2023-01-01,2999-12-31,570189,3439213,365467,38,1024803,Автокредит,"8",2020-07-15,Автокредит,"142-393-810-773-898",2995253,"5",2023-01-01,,,false,2018-12-23
8513279,2023-01-01,2999-12-31,966857,3231437,487463,46,1769234,Автокредит,"4",2020-07-15,Автокредит,"251-252-245-332-737",5540738,"8",2023-01-01,,,false,2019-03-02
4887918,2023-01-01,2999-12-31,916793,3370714,192953,74,1305802,Ипотека,"1",2022-01-06,Ипотека,"852-503-367-507-720",3224865,"3",2023-01-01,,,false,2018-06-20
3662867,2023-01-01,2999-12-31,675616,3120659,209704,71,1768172,Автокредит,"6",2021-01-11,Автокредит,"660-826-339-281-992",1668120,"2",2023-01-01,,,false,2019-09-07
7838143,2023-01-01,2999-12-31,689513,3462312,136002,120,1269243,Кредит наличными,"5",2020-01-17,Кредит наличными,"212-214-175-490-181",4979659,"7",2023-01-01,,,false,2018-12-24
5147151,2023-01-01,2999-12-31,600437,3551106,179779,115,1677288,Автокредит,"2",2022-01-06,Автокредит,"930-291-451-573-726",1944685,"4",2023-01-01,,,false,2018-12-02
3935459,2023-01-01,2999-12-31,663888,3849630,367487,101,1873359,Кредит наличными со страховкой,"6",2022-01-06,Кредит наличными со страховкой,"190-968-557-605-794",2722324,"2",2023-01-01,,,false,2018-01-31
8732407,2023-01-01,2999-12-31,566818,3629699,121537,30,1785394,Кредит наличными со страховкой,"4",2020-01-17,Кредит наличными со страховкой,"941-704-663-481-634",4082200,"8",2023-01-01,,,false,2019-01-20
2460709,2023-01-01,2999-12-31,688009,3648910,233483,92,1800359,Кредит наличными,"3",2021-01-11,Кредит наличными,"866-762-451-644-133",1129054,"1",2023-01-01,,,false,2019-03-23
8257583,2023-01-01,2999-12-31,680555,3969869,232327,113,1399591,Кредит наличными,"4",2020-01-17,Кредит наличными,"509-334-536-582-342",2822444,"8",2023-01-01,,,false,2018-08-26
2155956,2023-01-01,2999-12-31,508616,3545734,466038,18,1125314,Кредит наличными со страховкой,"3",2021-01-11,Кредит наличными со страховкой,"560-824-933-863-218",5608855,"1",2023-01-01,,,false,2018-05-09
8108706,2023-01-01,2999-12-31,700135,3596832,355728,111,1161186,Кредит наличными со страховкой,"4",2020-07-15,Кредит наличными со страховкой,"970-404-736-750-593",2347137,"8",2023-01-01,,,false,2019-09-12
5756877,2023-01-01,2999-12-31,929215,3267902,266724,103,1004524,Автокредит,"2",2022-01-06,Автокредит,"623-124-697-992-228",1737158,"4",2023-01-01,,,false,2019-08-14
6135379,2023-01-01,2999-12-31,639271,3915955,188046,105,1549114,Автокредит,"8",2020-01-17,Автокредит,"767-882-534-795-800",2673012,"5",2023-01-01,,,false,2019-04-13
6381758,2023-01-01,2999-12-31,643479,3019160,391253,70,1757222,Кредит наличными со страховкой,"8",2020-07-15,Кредит наличными со страховкой,"997-311-449-566-676",1112092,"5",2023-01-01,,,false,2019-11-22
6306137,2023-01-01,2999-12-31,679847,3495853,128125,29,1570019,Кредит наличными,"8",2020-01-17,Кредит наличными,"985-620-629-395-674",3928409,"5",2023-01-01,,,false,2018-05-25
6504459,2023-01-01,2999-12-31,729048,3122496,146015,98,1975147,Кредит наличными,"8",2021-07-10,Кредит наличными,"543-969-513-342-157",2697967,"5",2023-01-01,,,false,2020-01-13
5411097,2023-01-01,2999-12-31,925085,3636876,297586,98,1237642,Ипотека,"2",2021-07-10,Ипотека,"446-833-530-962-671",2150349,"4",2023-01-01,,,false,2018-04-30
8967364,2023-01-01,2999-12-31,940068,3352898,216345,44,1618366,Кредит наличными,"4",2021-07-10,Кредит наличными,"158-656-383-934-615",599048,"8",2023-01-01,,,false,2019-12-14
8522636,2023-01-01,2999-12-31,799831,3378564,312631,48,1240079,Кредит наличными,"4",2022-01-06,Кредит наличными,"734-746-948-111-112",4390236,"8",2023-01-01,,,false,2018-07-24
2306807,2023-01-01,2999-12-31,799748,3311768,331536,121,1695728,Кредит наличными со страховкой,"3",2020-07-15,Кредит наличными со страховкой,"702-105-984-391-649",1961748,"1",2023-01-01,,,false,2019-07-04
5052178,2023-01-01,2999-12-31,642827,3856977,140048,29,1002589,Автокредит,"2",2021-07-10,Автокредит,"633-509-547-363-551",474749,"4",2023-01-01,,,false,2018-02-02
5730249,2023-01-01,2999-12-31,725977,3991499,199456,100,1306648,Автокредит,"2",2020-07-15,Автокредит,"345-740-547-127-994",1410928,"4",2023-01-01,,,false,2020-01-04
3781561,2023-01-01,2999-12-31,504994,3843316,114119,11,1601685,Ипотека,"6",2020-07-15,Ипотека,"557-303-914-670-350",1007395,"2",2023-01-01,,,false,2019-02-14
3326856,2023-01-01,2999-12-31,734835,3965540,220856,84,1930978,Кредит наличными со страховкой,"6",2020-07-15,Кредит наличными со страховкой,"786-595-258-836-858",3703437,"2",2023-01-01,,,false,2018-10-18
8556836,2023-01-01,2999-12-31,572341,3077614,225032,68,1284856,Ипотека,"4",2021-07-10,Ипотека,"743-976-807-331-873",5055289,"8",2023-01-01,,,false,2019-09-07
6002790,2023-01-01,2999-12-31,700353,3373626,317466,119,1608360,Кредит наличными со страховкой,"8",2021-01-11,Кредит наличными со страховкой,"830-845-248-793-241",4609873,"5",2023-01-01,,,false,2018-08-06
8780192,2023-01-01,2999-12-31,677288,3276133,283510,63,1132258,Кредит наличными со страховкой,"4",2021-01-11,Кредит наличными со страховкой,"526-409-785-580-673",1817411,"8",2023-01-01,,,false,2019-07-02
5160919,2023-01-01,2999-12-31,708325,3789560,117977,89,1349474,Автокредит,"2",2020-07-15,Автокредит,"908-693-722-472-432",944114,"4",2023-01-01,,,false,2019-09-16
3770359,2023-01-01,2999-12-31,682347,3110605,144875,99,1245850,Кредит наличными со страховкой,"6",2020-01-17,Кредит наличными со страховкой,"570-586-824-734-439",4766735,"2",2023-01-01,,,false,2018-08-04
8645303,2023-01-01,2999-12-31,629510,3683367,184719,85,1321040,Ипотека,"4",2021-07-10,Ипотека,"469-990-245-161-604",5683913,"8",2023-01-01,,,false,2018-12-05
6059539,2023-01-01,2999-12-31,820441,3752024,131461,32,1081759,Кредит наличными со страховкой,"8",2021-01-11,Кредит наличными со страховкой,"369-699-887-452-348",4717755,"5",2023-01-01,,,false,2019-11-23
8689797,2023-01-01,2999-12-31,593864,3447957,345592,36,1445874,Ипотека,"4",2021-07-10,Ипотека,"989-400-265-106-310",3751826,"8",2023-01-01,,,false,2020-01-05
2151640,2023-01-01,2999-12-31,564715,3796632,129699,56,1817484,Кредит наличными,"3",2020-01-17,Кредит наличными,"249-591-165-768-588",3059323,"1",2023-01-01,,,false,2019-07-02
2641469,2023-01-01,2999-12-31,793188,3752629,254318,45,1391995,Автокредит,"3",2021-07-10,Автокредит,"333-900-651-538-210",2926598,"1",2023-01-01,,,false,2018-10-17
8890348,2023-01-01,2999-12-31,756132,3062466,240941,18,1829329,Кредит наличными со страховкой,"4",2020-07-15,Кредит наличными со страховкой,"496-511-431-448-112",957054,"8",2023-01-01,,,false,2019-03-17
5773122,2023-01-01,2999-12-31,713094,3306816,290495,58,1768167,Ипотека,"2",2022-01-06,Ипотека,"563-984-876-242-219",3075181,"4",2023-01-01,,,false,2018-02-08
3772238,2023-01-01,2999-12-31,664346,3649952,401980,23,1347333,Кредит наличными со страховкой,"6",2020-01-17,Кредит наличными со страховкой,"670-554-758-412-914",1995813,"2",2023-01-01,,,false,2019-09-18
2322474,2023-01-01,2999-12-31,831547,3383642,427112,108,1102359,Кредит наличными со страховкой,"3",2020-01-17,Кредит наличными со страховкой,"392-898-676-389-496",3436619,"1",2023-01-01,,,false,2019-05-20
3917215,2023-01-01,2999-12-31,897778,3096482,415726,102,1323442,Ипотека,"6",2021-01-11,Ипотека,"214-388-212-776-148",5120021,"2",2023-01-01,,,false,2018-08-26
3856910,2023-01-01,2999-12-31,823701,3575717,415157,64,1521405,Кредит наличными,"6",2021-01-11,Кредит наличными,"476-542-815-799-817",978291,"2",2023-01-01,,,false,2019-06-10
7494294,2023-01-01,2999-12-31,857270,3433480,193368,94,1281154,Кредит наличными,"5",2021-01-11,Кредит наличными,"930-756-115-420-303",5069131,"7",2023-01-01,,,false,2019-05-31
4279238,2023-01-01,2999-12-31,676645,3480227,433575,35,1054608,Автокредит,"1",2021-07-10,Автокредит,"216-312-827-302-378",1117513,"3",2023-01-01,,,false,2019-05-08
8158991,2023-01-01,2999-12-31,801205,3011569,119366,75,1846183,Кредит наличными,"4",2020-07-15,Кредит наличными,"107-370-863-463-845",2629378,"8",2023-01-01,,,false,2018-04-20
4847359,2023-01-01,2999-12-31,899239,3272823,479923,126,1471047,Ипотека,"1",2020-07-15,Ипотека,"303-773-788-392-411",711476,"3",2023-01-01,,,false,2019-07-24
4023255,2023-01-01,2999-12-31,550768,3766756,461664,90,1139260,Кредит наличными,"1",2022-01-06,Кредит наличными,"356-694-455-159-875",2168871,"3",2023-01-01,,,false,2018-07-17
6468405,2023-01-01,2999-12-31,716292,3383749,355730,106,1253942,Кредит наличными со страховкой,"8",2022-01-06,Кредит наличными со страховкой,"400-826-942-530-257",1922748,"5",2023-01-01,,,false,2019-05-12
4790618,2023-01-01,2999-12-31,647342,3092869,271978,94,1560328,Ипотека,"1",2021-07-10,Ипотека,"579-156-398-731-490",2018113,"3",2023-01-01,,,false,2019-10-03
2854303,2023-01-01,2999-12-31,586314,3605860,370894,31,1546378,Автокредит,"3",2020-07-15,Автокредит,"254-618-133-308-198",2097435,"1",2023-01-01,,,false,2018-05-26
4947842,2023-01-01,2999-12-31,966118,3890931,246670,18,1505333,Кредит наличными,"1",2021-07-10,Кредит наличными,"821-617-968-624-394",5536821,"3",2023-01-01,,,false,2018-08-12
6526440,2023-01-01,2999-12-31,752448,3906617,332146,122,1252185,Ипотека,"8",2022-01-06,Ипотека,"741-410-885-925-500",3080883,"5",2023-01-01,,,false,2019-01-14
6735789,2023-01-01,2999-12-31,785772,3174733,128406,83,1814669,Автокредит,"8",2020-01-17,Автокредит,"796-665-234-239-993",3014320,"5",2023-01-01,,,false,2019-01-28
5543343,2023-01-01,2999-12-31,513455,3805938,449770,100,1956222,Ипотека,"2",2021-01-11,Ипотека,"516-417-698-942-621",1965676,"4",2023-01-01,,,false,2018-03-08
7852804,2023-01-01,2999-12-31,781487,3136272,306765,88,1286835,Автокредит,"5",2022-01-06,Автокредит,"538-960-447-729-252",2991535,"7",2023-01-01,,,false,2018-10-04
6760471,2023-01-01,2999-12-31,947355,3581299,381315,66,1443143,Кредит наличными,"8",2021-07-10,Кредит наличными,"328-415-874-179-474",5210546,"5",2023-01-01,,,false,2018-09-03
3655769,2023-01-01,2999-12-31,561383,3818711,360804,40,1627395,Ипотека,"6",2021-07-10,Ипотека,"881-406-875-403-581",5351228,"2",2023-01-01,,,false,2019-04-22
3549830,2023-01-01,2999-12-31,766097,3618150,364087,57,1331500,Ипотека,"6",2021-01-11,Ипотека,"535-915-535-419-405",725947,"2",2023-01-01,,,false,2019-07-24
3517226,2023-01-01,2999-12-31,969659,3457480,370193,99,1731821,Автокредит,"6",2021-07-10,Автокредит,"630-123-794-635-531",3514998,"2",2023-01-01,,,false,2018-05-06
6881756,2023-01-01,2999-12-31,789466,3869982,209832,100,1815829,Автокредит,"8",2021-01-11,Автокредит,"773-820-844-764-811",3145838,"5",2023-01-01,,,false,2018-03-11
6119659,2023-01-01,2999-12-31,940304,3864738,325795,98,1334944,Автокредит,"8",2020-01-17,Автокредит,"370-611-567-144-904",2095699,"5",2023-01-01,,,false,2019-01-23
7164942,2023-01-01,2999-12-31,888677,3908018,104182,62,1824176,Кредит наличными,"5",2021-07-10,Кредит наличными,"761-497-435-999-696",4442100,"7",2023-01-01,,,false,2018-12-20
3237615,2023-01-01,2999-12-31,876476,3639284,482671,46,1968529,Кредит наличными со страховкой,"6",2021-07-10,Кредит наличными со страховкой,"955-682-402-450-583",3214508,"2",2023-01-01,,,false,2019-10-12
6102952,2023-01-01,2999-12-31,772531,3018932,364371,10,1901695,Кредит наличными,"8",2022-01-06,Кредит наличными,"821-755-603-827-485",2934302,"5",2023-01-01,,,false,2018-11-25
6253623,2023-01-01,2999-12-31,639369,3231121,210674,41,1021913,Кредит наличными со страховкой,"8",2021-01-11,Кредит наличными со страховкой,"809-841-963-502-103",4126018,"5",2023-01-01,,,false,2019-01-18
6840671,2023-01-01,2999-12-31,872949,3618517,331911,65,1729549,Кредит наличными со страховкой,"8",2020-01-17,Кредит наличными со страховкой,"106-313-832-982-750",1741884,"5",2023-01-01,,,false,2019-12-20
5897797,2023-01-01,2999-12-31,587752,3713060,226427,32,1530397,Кредит наличными со страховкой,"2",2020-07-15,Кредит наличными со страховкой,"883-255-326-883-732",469882,"4",2023-01-01,,,false,2018-08-09
7975929,2023-01-01,2999-12-31,822404,3646380,129217,103,1060893,Ипотека,"5",2021-07-10,Ипотека,"331-994-661-531-245",1924469,"7",2023-01-01,,,false,2019-09-03
5410520,2023-01-01,2999-12-31,988069,3691510,380149,119,1604185,Ипотека,"2",2022-01-06,Ипотека,"195-886-685-266-965",5518707,"4",2023-01-01,,,false,2018-04-09
4735960,2023-01-01,2999-12-31,638380,3838689,447077,15,1498598,Ипотека,"1",2020-07-15,Ипотека,"926-329-474-955-590",5352106,"3",2023-01-01,,,false,2019-06-29
2756570,2023-01-01,2999-12-31,551782,3985371,139829,51,1068347,Кредит наличными,"3",2021-01-11,Кредит наличными,"607-596-926-109-223",5117891,"1",2023-01-01,,,false,2019-12-19
7133853,2023-01-01,2999-12-31,690092,3375333,441934,35,1799395,Автокредит,"5",2022-01-06,Автокредит,"392-414-436-378-973",3298059,"7",2023-01-01,,,false,2018-05-20
7032245,2023-01-01,2999-12-31,653572,3824053,155356,42,1469190,Автокредит,"5",2020-07-15,Автокредит,"728-984-871-730-293",5472189,"7",2023-01-01,,,false,2019-03-17
4496387,2023-01-01,2999-12-31,790866,3537342,418233,84,1870108,Автокредит,"1",2020-07-15,Автокредит,"339-455-154-127-272",5325790,"3",2023-01-01,,,false,2019-05-13
2867735,2023-01-01,2999-12-31,810767,3263396,197830,20,1617597,Ипотека,"3",2021-01-11,Ипотека,"693-293-359-549-211",616509,"1",2023-01-01,,,false,2019-05-21
7857306,2023-01-01,2999-12-31,652223,3839019,156026,68,1272229,Ипотека,"5",2020-07-15,Ипотека,"859-554-538-867-758",470958,"7",2023-01-01,,,false,2019-02-25
2494894,2023-01-01,2999-12-31,742643,3330503,315029,64,1488297,Автокредит,"3",2022-01-06,Автокредит,"892-982-276-440-670",5187970,"1",2023-01-01,,,false,2020-01-15
7095791,2023-01-01,2999-12-31,657879,3527191,145952,124,1744394,Ипотека,"5",2021-01-11,Ипотека,"899-219-732-143-850",4768731,"7",2023-01-01,,,false,2018-09-10
5574488,2023-01-01,2999-12-31,950333,3746812,230738,61,1444930,Кредит наличными со страховкой,"2",2021-07-10,Кредит наличными со страховкой,"588-566-314-555-677",2122632,"4",2023-01-01,,,false,2019-08-12
3921979,2023-01-01,2999-12-31,944972,3236448,246594,115,1268926,Кредит наличными со страховкой,"6",2022-01-06,Кредит наличными со страховкой,"287-632-476-654-100",3995820,"2",2023-01-01,,,false,2019-05-15
6922039,2023-01-01,2999-12-31,998554,3927570,129804,57,1193751,Автокредит,"8",2020-07-15,Автокредит,"442-246-725-133-787",5095044,"5",2023-01-01,,,false,2019-09-13
6414161,2023-01-01,2999-12-31,691345,3196934,222226,11,1116448,Кредит наличными,"8",2022-01-06,Кредит наличными,"921-479-372-727-578",3152949,"5",2023-01-01,,,false,2019-11-03
3720317,2023-01-01,2999-12-31,657669,3417109,313209,100,1880286,Ипотека,"6",2022-01-06,Ипотека,"128-765-996-121-145",4107166,"2",2023-01-01,,,false,2019-06-19
8361100,2023-01-01,2999-12-31,993478,3401678,418166,114,1777301,Кредит наличными со страховкой,"4",2020-01-17,Кредит наличными со страховкой,"702-610-517-346-571",2593263,"8",2023-01-01,,,false,2019-08-30
6547338,2023-01-01,2999-12-31,580453,3108029,415193,79,1813357,Кредит наличными со страховкой,"8",2022-01-06,Кредит наличными со страховкой,"630-463-592-853-496",956718,"5",2023-01-01,,,false,2018-04-29
5579394,2023-01-01,2999-12-31,740836,3989269,220496,26,1232925,Кредит наличными со страховкой,"2",2020-01-17,Кредит наличными со страховкой,"119-901-908-683-252",3153999,"4",2023-01-01,,,false,2019-08-08
8456555,2023-01-01,2999-12-31,865447,3773701,282721,111,1437064,Кредит наличными со страховкой,"4",2022-01-06,Кредит наличными со страховкой,"203-338-499-469-354",2689734,"8",2023-01-01,,,false,2019-01-12
4628859,2023-01-01,2999-12-31,949964,3969344,361393,130,1013977,Автокредит,"1",2022-01-06,Автокредит,"470-550-733-469-848",4558578,"3",2023-01-01,,,false,2018-09-07
4328432,2023-01-01,2999-12-31,797948,3430849,352754,36,1089222,Ипотека,"1",2020-01-17,Ипотека,"703-891-642-275-858",3014388,"3",2023-01-01,,,false,2019-09-11
2010249,2023-01-01,2999-12-31,768367,3889246,299239,48,1295754,Автокредит,"3",2021-07-10,Автокредит,"982-931-176-596-734",4680240,"1",2023-01-01,,,false,2019-12-24
2358693,2023-01-01,2999-12-31,560758,3540332,253320,69,1298082,Кредит наличными,"3",2021-01-11,Кредит наличными,"384-980-689-599-549",592783,"1",2023-01-01,,,false,2019-08-24
7009014,2023-01-01,2999-12-31,661740,3042934,409177,22,1177633,Автокредит,"5",2021-01-11,Автокредит,"907-849-329-488-319",1550688,"7",2023-01-01,,,false,2018-06-19
2325671,2023-01-01,2999-12-31,748548,3816637,403943,43,1081866,Ипотека,"3",2021-01-11,Ипотека,"628-408-363-814-670",3784067,"1",2023-01-01,,,false,2018-02-14
5628496,2023-01-01,2999-12-31,759661,3423156,233280,87,1045232,Автокредит,"2",2021-01-11,Автокредит,"297-402-700-496-771",2963217,"4",2023-01-01,,,false,2019-06-13
3307347,2023-01-01,2999-12-31,529392,3299595,316698,49,1430675,Ипотека,"6",2020-07-15,Ипотека,"701-328-668-556-993",5543382,"2",2023-01-01,,,false,2018-12-10
6943869,2023-01-01,2999-12-31,661332,3021150,477257,39,1222315,Ипотека,"8",2020-01-17,Ипотека,"522-331-655-603-729",4104524,"5",2023-01-01,,,false,2018-08-02
7523343,2023-01-01,2999-12-31,680578,3355366,440050,31,1981416,Кредит наличными,"5",2021-01-11,Кредит наличными,"793-722-127-838-814",3961259,"7",2023-01-01,,,false,2019-11-17
6490359,2023-01-01,2999-12-31,602483,3634924,296207,98,1567887,Кредит наличными,"8",2021-01-11,Кредит наличными,"746-413-980-525-800",5011660,"5",2023-01-01,,,false,2018-04-29
6213582,2023-01-01,2999-12-31,503290,3039961,187363,27,1247470,Кредит наличными со страховкой,"8",2020-07-15,Кредит наличными со страховкой,"387-640-361-144-615",1883997,"5",2023-01-01,,,false,2018-09-19
3758864,2023-01-01,2999-12-31,780424,3838234,243092,91,1118241,Автокредит,"6",2021-07-10,Автокредит,"554-347-728-705-286",705740,"2",2023-01-01,,,false,2019-08-06
5280112,2023-01-01,2999-12-31,846443,3766538,186313,33,1277797,Ипотека,"2",2020-07-15,Ипотека,"841-415-484-707-282",1699649,"4",2023-01-01,,,false,2018-12-05
6363530,2023-01-01,2999-12-31,998597,3424467,466403,19,1259643,Автокредит,"8",2021-07-10,Автокредит,"166-863-228-377-468",1213806,"5",2023-01-01,,,false,2019-10-02
7963904,2023-01-01,2999-12-31,949482,3891619,306094,56,1533905,Автокредит,"5",2021-01-11,Автокредит,"991-307-976-818-997",4953363,"7",2023-01-01,,,false,2020-01-02
4179981,2023-01-01,2999-12-31,871934,3457013,370415,37,1996077,Кредит наличными со страховкой,"1",2022-01-06,Кредит наличными со страховкой,"678-950-347-437-697",3130885,"3",2023-01-01,,,false,2019-08-05
