deal_rk,deal_num,deal_name,deal_sum,client_rk,account_rk,agreement_rk,deal_start_date,department_rk,product_rk,deal_type_cd,effective_from_date,effective_to_date
5549721,893-347-955-826-944,Ипотека,4268103.0,174467,3911366,986732,2020-01-17,86,1971945,2,2023-01-01,2999-12-31
6181251,865-796-425-178-653,Кредит наличными со страховкой,2791951.0,325071,3522930,949713,2020-01-17,76,1388112,8,2023-01-01,2999-12-31
7746420,357-358-182-381-150,Автокредит,4934937.0,209156,3175221,622884,2022-01-06,32,1273433,5,2023-01-01,2999-12-31
4011087,503-185-736-521-676,Ипотека,3280501.0,292373,3922298,591049,2020-01-17,63,1686968,1,2023-01-01,2999-12-31
3639501,584-366-433-199-661,Ипотека,2949033.0,157090,3840124,791694,2020-01-17,107,1399027,6,2023-01-01,2999-12-31
7261354,800-703-561-839-364,Кредит наличными со страховкой,3553228.0,439331,3095706,739028,2021-07-10,93,1532513,5,2023-01-01,2999-12-31
5345748,223-961-497-280-391,Автокредит,5239351.0,149199,3377205,985468,2022-01-06,116,1470134,2,2023-01-01,2999-12-31
8191257,432-576-816-157-714,Кредит наличными,1100726.0,295125,3897424,698598,2022-01-06,74,1110727,4,2023-01-01,2999-12-31
2406606,901-432-512-555-166,Кредит наличными со страховкой,1556649.0,481272,3648881,607367,2021-07-10,83,1630134,3,2023-01-01,2999-12-31
4630134,683-317-421-928-899,Кредит наличными со страховкой,3023873.0,483166,3495132,595135,2021-01-11,103,1201847,1,2023-01-01,2999-12-31
2286427,222-371-945-199-396,Кредит наличными,2230656.0,280592,3692373,962951,2020-07-15,105,1737979,3,2023-01-01,2999-12-31
3085302,300-232-756-457-587,Автокредит,1267902.0,254945,3184164,916555,2022-01-06,56,1542521,6,2023-01-01,2999-12-31
5199499,577-326-361-928-562,Кредит наличными,1005916.0,240684,3168450,829890,2022-01-06,111,1897342,2,2023-01-01,2999-12-31
3487511,459-680-472-667-360,Кредит наличными со страховкой,4594269.0,343878,3146975,837381,2021-07-10,70,1331151,6,2023-01-01,2999-12-31
3074676,228-407-577-704-765,Ипотека,3899017.0,131635,3299036,977380,2020-07-15,27,1892331,6,2023-01-01,2999-12-31
4330546,377-362-828-657-620,Ипотека,3965177.0,334340,3888625,645400,2020-07-15,59,1183356,1,2023-01-01,2999-12-31
3190583,967-475-675-690-601,Ипотека,1696173.0,211513,3054025,731704,2020-07-15,31,1459906,6,2023-01-01,2999-12-31
8205484,260-950-186-455-319,Автокредит,723174.0,171435,3208459,587928,2022-01-06,33,1658626,4,2023-01-01,2999-12-31
8299329,994-224-614-535-335,Автокредит,5394653.0,242560,3305771,781073,2021-07-10,79,1670716,4,2023-01-01,2999-12-31
6483429,540-713-277-581-145,Автокредит,2687871.0,232336,3320387,760448,2020-01-17,129,1501222,8,2023-01-01,2999-12-31
3243248,294-858-643-497-837,Ипотека,2207665.0,110753,3530646,906706,2020-07-15,87,1751073,6,2023-01-01,2999-12-31
2635605,822-202-758-310-407,Автокредит,4866476.0,360999,3149827,894007,2021-07-10,34,1799839,3,2023-01-01,2999-12-31
6288873,919-273-575-898-785,Кредит наличными,2496726.0,316424,3814633,600204,2020-01-17,11,1543025,8,2023-01-01,2999-12-31
6951015,990-188-223-451-917,Кредит наличными,4919783.0,321110,3598465,913617,2022-01-06,128,1880281,8,2023-01-01,2999-12-31
4445644,323-216-901-233-419,Автокредит,3603133.0,481211,3057591,649769,2021-01-11,94,1723002,1,2023-01-01,2999-12-31
2179721,266-773-901-707-804,Автокредит,1316673.0,181479,3155345,557391,2021-01-11,98,1343752,3,2023-01-01,2999-12-31
8232743,468-912-202-398-569,Кредит наличными,1174791.0,261353,3995704,749229,2020-07-15,91,1819513,4,2023-01-01,2999-12-31
2020233,529-401-833-385-287,Кредит наличными со страховкой,4137507.0,489114,3006598,690412,2021-01-11,95,1248664,3,2023-01-01,2999-12-31
7443038,879-332-447-750-180,Ипотека,2237134.0,303442,3373642,703686,2021-01-11,54,1065175,5,2023-01-01,2999-12-31
3630241,628-162-749-835-358,Кредит наличными со страховкой,1889861.0,476204,3786469,663499,2021-01-11,106,1224242,6,2023-01-01,2999-12-31
3392941,458-464-546-688-835,Ипотека,3959074.0,463550,3001282,739344,2020-01-17,66,1772606,6,2023-01-01,2999-12-31
7170740,138-784-942-655-606,Кредит наличными,4079367.0,457351,3218567,539512,2020-07-15,112,1668214,5,2023-01-01,2999-12-31
4445508,407-287-414-527-189,Кредит наличными со страховкой,4941068.0,252454,3444618,555283,2021-07-10,40,1256545,1,2023-01-01,2999-12-31
8622884,401-818-589-110-122,Кредит наличными со страховкой,501872.0,478288,3652353,552515,2021-01-11,11,1660836,4,2023-01-01,2999-12-31
2267984,522-556-949-911-327,Ипотека,4845595.0,112107,3709258,840011,2021-07-10,75,1251697,3,2023-01-01,2999-12-31
4114528,405-747-871-654-900,Кредит наличными со страховкой,2510842.0,475035,3766814,525325,2021-01-11,106,1430581,1,2023-01-01,2999-12-31
5706120,129-825-683-833-843,Автокредит,4258261.0,259363,3516662,692005,2020-07-15,12,1483611,2,2023-01-01,2999-12-31
3337502,602-257-347-593-496,Кредит наличными,4702898.0,263283,3689847,906401,2022-01-06,80,1258909,6,2023-01-01,2999-12-31
7530337,469-373-287-820-263,Кредит наличными,5344966.0,344412,3040196,945187,2022-01-06,20,1597701,5,2023-01-01,2999-12-31
8714655,869-560-926-609-886,Ипотека,5246880.0,105070,3201929,904015,2020-01-17,109,1210246,4,2023-01-01,2999-12-31
3151400,199-717-963-153-623,Кредит наличными,2443886.0,303124,3273943,945069,2020-01-17,116,1716826,6,2023-01-01,2999-12-31
2679872,504-722-746-952-446,Кредит наличными со страховкой,1555856.0,200565,3187375,948726,2020-01-17,75,1095138,3,2023-01-01,2999-12-31
4516968,492-109-529-839-363,Ипотека,833159.0,168504,3323262,576297,2021-07-10,25,1407141,1,2023-01-01,2999-12-31
3990793,307-303-927-411-361,Автокредит,906472.0,254411,3126188,673752,2020-07-15,33,1669326,6,2023-01-01,2999-12-31
2910158,731-229-106-481-193,Кредит наличными,4660838.0,169225,3521146,516540,2021-01-11,12,1755730,3,2023-01-01,2999-12-31
3487182,980-581-789-465-621,Автокредит,4548219.0,400477,3938173,581307,2020-01-17,70,1259291,6,2023-01-01,2999-12-31
4493301,260-485-592-782-301,Автокредит,3246829.0,112371,3976146,714916,2020-07-15,27,1345231,1,2023-01-01,2999-12-31
2890793,387-607-720-570-152,Ипотека,1135234.0,109229,3589162,942884,2020-07-15,74,1801940,3,2023-01-01,2999-12-31
2096391,798-217-343-674-334,Автокредит,2275169.0,320868,3345354,522746,2022-01-06,29,1612030,3,2023-01-01,2999-12-31
2623344,219-143-796-164-422,Автокредит,2876957.0,170758,3523437,950106,2022-01-06,77,1974392,3,2023-01-01,2999-12-31
8094390,539-789-471-791-953,Кредит наличными,4674702.0,429630,3435195,985815,2020-07-15,112,1596945,4,2023-01-01,2999-12-31
8092836,749-588-652-139-894,Ипотека,3883051.0,483041,3110561,505593,2021-01-11,122,1907534,4,2023-01-01,2999-12-31
8610665,114-405-307-551-134,Автокредит,2105834.0,410081,3994865,751260,2022-01-06,44,1270574,4,2023-01-01,2999-12-31
3328223,108-273-938-962-317,Кредит наличными,4832242.0,312408,3264938,748936,2020-07-15,12,1322768,6,2023-01-01,2999-12-31
4768198,942-472-688-847-632,Ипотека,1888685.0,144373,3114333,954764,2021-01-11,44,1362833,1,2023-01-01,2999-12-31
8063693,930-640-880-744-406,Кредит наличными со страховкой,1731553.0,196670,3886348,797800,2022-01-06,119,1175598,4,2023-01-01,2999-12-31
4675392,387-112-491-671-654,Кредит наличными со страховкой,3751973.0,275306,3828017,845404,2021-01-11,35,1922363,1,2023-01-01,2999-12-31
8889831,392-457-730-769-749,Ипотека,4798164.0,102111,3356752,980179,2021-07-10,73,1334213,4,2023-01-01,2999-12-31
5869194,125-913-570-567-298,Ипотека,1689813.0,357651,3425689,773921,2021-01-11,106,1879671,2,2023-01-01,2999-12-31
3972645,654-880-680-136-409,Автокредит,1032629.0,359653,3588721,526892,2020-07-15,85,1414989,6,2023-01-01,2999-12-31
3557322,174-517-246-159-744,Автокредит,705329.0,399396,3654874,548074,2021-01-11,94,1918179,6,2023-01-01,2999-12-31
8698302,932-778-110-609-516,Автокредит,1718594.0,119957,3304443,995981,2022-01-06,50,1403848,4,2023-01-01,2999-12-31
2563510,423-622-297-195-299,Ипотека,4899783.0,154310,3433075,910081,2021-01-11,12,1068606,3,2023-01-01,2999-12-31
2015773,932-939-707-872-905,Кредит наличными,2622690.0,355235,3980085,933017,2022-01-06,13,1167124,3,2023-01-01,2999-12-31
6098594,220-534-982-138-266,Ипотека,3933211.0,256126,3700716,876061,2022-01-06,60,1424362,8,2023-01-01,2999-12-31
3902217,642-393-824-739-661,Кредит наличными,4774407.0,351053,3324496,646594,2021-07-10,68,1937444,6,2023-01-01,2999-12-31
5468439,491-950-559-414-317,Автокредит,1160040.0,487868,3649459,619045,2021-07-10,59,1778474,2,2023-01-01,2999-12-31
3792635,471-585-118-280-135,Ипотека,4596237.0,179273,3500165,631148,2021-01-11,117,1872851,6,2023-01-01,2999-12-31
2786142,103-813-290-918-782,Кредит наличными со страховкой,2573887.0,169096,3312607,706664,2020-01-17,74,1388991,3,2023-01-01,2999-12-31
6667119,687-768-971-840-429,Кредит наличными со страховкой,3931490.0,396339,3542126,990614,2022-01-06,101,1308734,8,2023-01-01,2999-12-31
5677618,302-685-222-504-620,Ипотека,4828689.0,331911,3990106,591684,2022-01-06,19,1815687,2,2023-01-01,2999-12-31
2103085,719-288-825-527-288,Автокредит,3011325.0,417111,3705323,854209,2020-01-17,112,1184850,3,2023-01-01,2999-12-31
2937007,570-359-359-982-939,Кредит наличными со страховкой,2268654.0,417559,3650352,981070,2021-01-11,49,1965937,3,2023-01-01,2999-12-31
3956468,753-774-654-543-872,Кредит наличными,2897789.0,406664,3922367,527180,2021-01-11,87,1068788,6,2023-01-01,2999-12-31
7576652,231-296-997-977-851,Ипотека,4329561.0,208655,3845513,520852,2020-01-17,18,1150194,5,2023-01-01,2999-12-31
4838481,869-221-972-147-546,Кредит наличными со страховкой,5236903.0,292276,3233874,770995,2021-01-11,41,1459554,1,2023-01-01,2999-12-31
4815245,218-864-711-694-194,Автокредит,1573998.0,227043,3051218,806897,2020-07-15,27,1933707,1,2023-01-01,2999-12-31
3205639,428-502-713-414-734,Автокредит,5593661.0,431501,3588547,922835,2020-07-15,111,1558971,6,2023-01-01,2999-12-31
4149759,112-945-359-721-997,Кредит наличными со страховкой,4240747.0,453619,3413668,862777,2021-07-10,126,1879909,1,2023-01-01,2999-12-31
4416307,470-792-306-322-562,Ипотека,3664119.0,175664,3943170,975231,2022-01-06,118,1191135,1,2023-01-01,2999-12-31
6991233,605-276-493-462-599,Автокредит,3684047.0,134088,3056019,665558,2022-01-06,19,1584279,8,2023-01-01,2999-12-31
3803763,110-894-696-401-467,Кредит наличными,840544.0,296239,3047662,616961,2021-07-10,81,1022685,6,2023-01-01,2999-12-31
3747764,774-315-568-934-161,Кредит наличными со страховкой,5224847.0,355969,3867597,676657,2021-07-10,64,1573254,6,2023-01-01,2999-12-31
7597700,779-438-287-544-177,Ипотека,5050270.0,265653,3792618,808639,2020-01-17,125,1756915,5,2023-01-01,2999-12-31
8911508,387-643-789-311-574,Кредит наличными,3143983.0,428612,3764779,573571,2021-01-11,31,1551114,4,2023-01-01,2999-12-31
5284816,535-212-162-751-891,Кредит наличными,5585402.0,474142,3906757,952055,2020-07-15,98,1397290,2,2023-01-01,2999-12-31
5681239,421-565-308-739-947,Автокредит,4140131.0,176676,3437727,504362,2021-01-11,81,1195652,2,2023-01-01,2999-12-31
2601162,655-732-152-280-205,Кредит наличными,1106558.0,287583,3048972,512810,2021-07-10,77,1888100,3,2023-01-01,2999-12-31
7750572,382-954-546-650-370,Автокредит,2087718.0,480756,3977283,976549,2020-01-17,125,1219707,5,2023-01-01,2999-12-31
7470561,303-447-232-958-930,Кредит наличными со страховкой,2760081.0,115403,3195588,694155,2022-01-06,71,1192803,5,2023-01-01,2999-12-31
6529117,964-429-562-831-177,Ипотека,4960349.0,456634,3572584,933576,2021-01-11,76,1595678,8,2023-01-01,2999-12-31
5691261,707-261-529-655-286,Кредит наличными со страховкой,947146.0,185760,3406471,899172,2021-01-11,54,1006425,2,2023-01-01,2999-12-31
2987930,684-788-104-153-627,Кредит наличными со страховкой,3995459.0,303403,3849702,754959,2020-07-15,53,1506876,3,2023-01-01,2999-12-31
2307821,651-126-332-280-293,Кредит наличными,3765512.0,243792,3356121,615914,2022-01-06,17,1173006,3,2023-01-01,2999-12-31
3976886,195-169-149-176-823,Кредит наличными,3689179.0,480614,3240819,690766,2021-07-10,65,1434733,6,2023-01-01,2999-12-31
7275274,300-527-163-509-832,Автокредит,5137200.0,114953,3039762,962749,2022-01-06,57,1502756,5,2023-01-01,2999-12-31
6148926,366-649-628-669-857,Ипотека,4842563.0,143081,3109854,755473,2021-01-11,124,1519670,8,2023-01-01,2999-12-31
7950812,473-983-907-868-283,Кредит наличными со страховкой,2189627.0,336363,3042726,642043,2020-07-15,125,1181939,5,2023-01-01,2999-12-31
6834355,150-105-864-185-571,Кредит наличными со страховкой,1150126.0,151965,3252358,861282,2022-01-06,73,1150494,8,2023-01-01,2999-12-31
2738264,881-957-483-202-399,Кредит наличными со страховкой,2555014.0,386620,3071041,816070,2022-01-06,115,1328946,3,2023-01-01,2999-12-31
6847682,716-840-326-592-744,Кредит наличными со страховкой,1011938.0,416536,3854933,987308,2020-07-15,71,1827384,8,2023-01-01,2999-12-31
5699262,560-498-936-525-978,Кредит наличными со страховкой,3849786.0,421176,3095646,831255,2021-01-11,36,1041433,2,2023-01-01,2999-12-31
3620528,727-597-748-734-125,Автокредит,3219535.0,155382,3686981,505427,2021-07-10,108,1567980,6,2023-01-01,2999-12-31
2253165,558-770-137-624-427,Кредит наличными со страховкой,4745879.0,131409,3872354,553591,2020-01-17,12,1904449,3,2023-01-01,2999-12-31
8333599,801-950-360-438-102,Кредит наличными,4692234.0,325896,3008403,910901,2021-01-11,45,1417249,4,2023-01-01,2999-12-31
2308735,826-468-538-370-496,Кредит наличными со страховкой,2293318.0,242800,3141189,515484,2022-01-06,24,1905615,3,2023-01-01,2999-12-31
8315852,752-213-284-367-905,Ипотека,679608.0,218295,3286420,991232,2022-01-06,126,1563174,4,2023-01-01,2999-12-31
4173910,914-659-455-318-327,Автокредит,880136.0,382913,3153192,625866,2021-07-10,97,1945591,1,2023-01-01,2999-12-31
8029373,564-820-918-176-767,Кредит наличными,4882002.0,288452,3949654,622293,2020-01-17,10,1847069,4,2023-01-01,2999-12-31
3745703,210-722-756-442-634,Автокредит,1257880.0,413171,3081558,739138,2022-01-06,20,1875568,6,2023-01-01,2999-12-31
3066727,942-491-300-742-988,Кредит наличными со страховкой,2347552.0,188278,3583849,559708,2022-01-06,84,1968530,6,2023-01-01,2999-12-31
8417586,530-438-641-467-626,Автокредит,452969.0,214208,3141913,680855,2020-07-15,47,1639835,4,2023-01-01,2999-12-31
7347245,881-892-721-714-375,Кредит наличными со страховкой,4031322.0,102243,3504520,690135,2021-01-11,78,1206061,5,2023-01-01,2999-12-31
8611502,120-337-445-784-173,Ипотека,1581206.0,101041,3943851,850143,2022-01-06,18,1438593,4,2023-01-01,2999-12-31
8159102,525-675-370-966-147,Ипотека,4965987.0,248632,3762424,605641,2020-01-17,73,1148910,4,2023-01-01,2999-12-31
8052206,435-619-818-292-794,Кредит наличными со страховкой,5687201.0,130905,3744006,937669,2020-01-17,56,1367509,4,2023-01-01,2999-12-31
2802413,951-506-145-827-476,Автокредит,3792646.0,156157,3200834,671338,2020-01-17,20,1914672,3,2023-01-01,2999-12-31
8718821,428-619-451-636-628,Ипотека,1439928.0,334761,3610872,584356,2021-01-11,84,1157962,4,2023-01-01,2999-12-31
5912263,574-542-958-263-120,Ипотека,1093233.0,208511,3388030,595595,2021-07-10,48,1314167,2,2023-01-01,2999-12-31
8962726,746-956-349-516-433,Ипотека,2557529.0,160979,3937059,740383,2022-01-06,123,1819106,4,2023-01-01,2999-12-31
5257785,223-809-749-675-815,Кредит наличными со страховкой,3750648.0,187596,3579829,942091,2020-01-17,58,1178066,2,2023-01-01,2999-12-31
2222941,126-934-971-545-221,Автокредит,3905125.0,446459,3980954,566953,2022-01-06,110,1031836,3,2023-01-01,2999-12-31
6447942,900-684-984-773-621,Кредит наличными,4940758.0,121978,3341500,881314,2021-01-11,42,1322447,8,2023-01-01,2999-12-31
3586718,222-588-708-957-380,Автокредит,2621654.0,157752,3547018,704408,2021-01-11,54,1235494,6,2023-01-01,2999-12-31
2547259,211-367-796-394-239,Кредит наличными со страховкой,5190803.0,399464,3074286,575750,2020-07-15,68,1677357,3,2023-01-01,2999-12-31
3052534,877-931-355-964-576,Кредит наличными со страховкой,1998272.0,436944,3691331,598738,2020-01-17,122,1579423,6,2023-01-01,2999-12-31
7099224,367-978-327-181-103,Автокредит,2145179.0,474096,3888759,632589,2021-01-11,124,1857363,5,2023-01-01,2999-12-31
3938579,985-195-123-196-266,Ипотека,3971924.0,101437,3669780,905242,2022-01-06,112,1882288,6,2023-01-01,2999-12-31
4425495,145-521-930-143-921,Автокредит,2508140.0,200564,3331085,878256,2021-01-11,113,1357998,1,2023-01-01,2999-12-31
6083666,699-254-111-530-181,Автокредит,572674.0,468464,3639891,565963,2022-01-06,25,1385623,8,2023-01-01,2999-12-31
5385219,691-567-142-257-998,Ипотека,4958116.0,169569,3972658,959180,2021-01-11,36,1766271,2,2023-01-01,2999-12-31
4822721,259-900-243-941-390,Ипотека,4628080.0,402719,3533107,874299,2020-07-15,57,1666901,1,2023-01-01,2999-12-31
8967587,154-346-808-928-128,Кредит наличными со страховкой,3409845.0,367809,3571067,993357,2020-07-15,84,1923699,4,2023-01-01,2999-12-31
8922620,565-479-426-121-679,Кредит наличными,4897741.0,485626,3524766,919550,2021-07-10,72,1755794,4,2023-01-01,2999-12-31
7513976,399-947-196-235-101,Автокредит,4000832.0,328380,3100978,521270,2021-01-11,124,1113679,5,2023-01-01,2999-12-31
2810472,111-448-253-475-954,Автокредит,2725657.0,124951,3123236,747677,2021-07-10,29,1928379,3,2023-01-01,2999-12-31
5320413,798-698-208-293-437,Кредит наличными,4865753.0,462471,3096408,758754,2020-07-15,91,1486466,2,2023-01-01,2999-12-31
7275081,173-437-234-362-391,Автокредит,1740140.0,398495,3007388,855524,2021-07-10,121,1280563,5,2023-01-01,2999-12-31
2200821,758-878-749-256-597,Автокредит,4911754.0,466088,3298118,500448,2020-01-17,29,1575825,3,2023-01-01,2999-12-31
4727613,881-149-733-999-387,Автокредит,991275.0,241570,3310191,593065,2020-07-15,83,1242589,1,2023-01-01,2999-12-31
4017723,576-765-619-109-390,Автокредит,3773923.0,467039,3522168,534324,2020-07-15,88,1305147,1,2023-01-01,2999-12-31
3113459,350-965-965-719-665,Кредит наличными,786169.0,404672,3289296,889163,2020-07-15,33,1388066,6,2023-01-01,2999-12-31
4820793,755-824-951-818-691,Кредит наличными со страховкой,5364374.0,156767,3719996,728436,2022-01-06,31,1631254,1,2023-01-01,2999-12-31
7923537,527-999-999-326-348,Ипотека,2944817.0,136585,3234606,558637,2020-07-15,12,1408484,5,2023-01-01,2999-12-31
6343371,681-580-470-856-817,Автокредит,5207610.0,147591,3522846,737765,2020-01-17,69,1256486,8,2023-01-01,2999-12-31
7926515,549-839-399-608-667,Кредит наличными со страховкой,1199412.0,313230,3936597,689701,2020-01-17,103,1397743,5,2023-01-01,2999-12-31
7619743,829-284-893-393-497,Автокредит,3074268.0,451734,3175061,583237,2020-07-15,77,1794655,5,2023-01-01,2999-12-31
7759976,540-560-349-378-213,Ипотека,2940155.0,417076,3058357,811767,2021-07-10,114,1521544,5,2023-01-01,2999-12-31
5056078,196-850-671-969-174,Ипотека,2412487.0,197224,3980900,591313,2021-01-11,37,1197278,2,2023-01-01,2999-12-31
7978696,109-826-647-321-505,Кредит наличными,923593.0,491486,3016731,578644,2020-01-17,48,1299716,5,2023-01-01,2999-12-31
3252475,761-189-660-713-312,Автокредит,2044681.0,307838,3465060,530588,2022-01-06,92,1835116,6,2023-01-01,2999-12-31
3269606,381-547-231-606-254,Кредит наличными со страховкой,1759058.0,440915,3857767,860298,2021-01-11,35,1982539,6,2023-01-01,2999-12-31
5083615,425-848-731-578-596,Ипотека,4885591.0,410288,3140463,881265,2021-01-11,88,1797313,2,2023-01-01,2999-12-31
3600723,327-126-853-695-262,Кредит наличными,1005971.0,207339,3425700,775017,2021-01-11,42,1773160,6,2023-01-01,2999-12-31
6850385,569-634-785-467-468,Ипотека,3927830.0,476591,3991257,947391,2020-07-15,115,1237417,8,2023-01-01,2999-12-31
8890117,193-868-470-192-943,Автокредит,4118782.0,242085,3065293,732932,2022-01-06,130,1323059,4,2023-01-01,2999-12-31
5466374,941-165-104-936-178,Кредит наличными,926134.0,106471,3113159,871253,2021-01-11,48,1457350,2,2023-01-01,2999-12-31
6303369,195-708-850-336-669,Автокредит,3593787.0,354568,3249949,644680,2021-01-11,98,1880699,8,2023-01-01,2999-12-31
4567695,477-166-183-418-453,Кредит наличными,621140.0,120152,3666848,945731,2020-07-15,41,1011113,1,2023-01-01,2999-12-31
6321082,455-359-671-117-244,Кредит наличными,5247890.0,435749,3950255,669980,2022-01-06,17,1655622,8,2023-01-01,2999-12-31
5042244,284-503-970-123-359,Автокредит,1365227.0,109229,3660301,532546,2020-07-15,38,1040815,2,2023-01-01,2999-12-31
6879755,257-389-258-456-392,Кредит наличными,5307391.0,172144,3226489,817589,2021-07-10,21,1697506,8,2023-01-01,2999-12-31
6343053,564-872-515-162-378,Кредит наличными со страховкой,2912401.0,197616,3709661,891925,2022-01-06,50,1113544,8,2023-01-01,2999-12-31
8971455,246-490-736-166-882,Ипотека,4498577.0,311132,3906850,715158,2021-01-11,110,1110368,4,2023-01-01,2999-12-31
6283798,692-836-209-252-810,Ипотека,4105097.0,220270,3910763,665290,2020-07-15,125,1569511,8,2023-01-01,2999-12-31
7990819,411-561-597-329-123,Кредит наличными со страховкой,1612516.0,125918,3479563,849932,2021-07-10,103,1756843,5,2023-01-01,2999-12-31
6503624,555-705-800-517-930,Кредит наличными,5288231.0,441304,3142575,952126,2021-01-11,17,1757610,8,2023-01-01,2999-12-31
4566134,924-114-178-999-339,Ипотека,4086033.0,327726,3353169,811177,2021-07-10,62,1067885,1,2023-01-01,2999-12-31
3542075,875-311-123-753-233,Автокредит,4142326.0,146511,3786214,690547,2022-01-06,10,1994589,6,2023-01-01,2999-12-31
8260514,416-929-977-316-378,Ипотека,1206486.0,141019,3150801,670838,2020-01-17,116,1891903,4,2023-01-01,2999-12-31
3479447,336-620-127-758-702,Ипотека,1971337.0,382902,3814846,839121,2022-01-06,60,1819816,6,2023-01-01,2999-12-31
7993049,592-923-967-640-431,Ипотека,840862.0,424445,3340998,985527,2021-07-10,128,1808769,5,2023-01-01,2999-12-31
3085424,419-559-533-319-858,Автокредит,3381386.0,486606,3505388,940895,2021-01-11,119,1454672,6,2023-01-01,2999-12-31
7463622,214-399-918-725-953,Кредит наличными,4546261.0,161100,3481966,969820,2020-07-15,88,1446751,5,2023-01-01,2999-12-31
5068836,875-375-452-979-204,Кредит наличными со страховкой,5236470.0,259077,3882616,936197,2020-01-17,74,1585390,2,2023-01-01,2999-12-31
4211088,467-583-863-417-270,Автокредит,663996.0,128695,3323162,960421,2021-01-11,103,1365657,1,2023-01-01,2999-12-31
2832099,552-142-693-570-427,Ипотека,5353700.0,499115,3322625,721739,2022-01-06,116,1310387,3,2023-01-01,2999-12-31
4166266,702-895-352-579-537,Кредит наличными со страховкой,1727921.0,413889,3253878,670401,2020-01-17,130,1522931,1,2023-01-01,2999-12-31
5755891,952-994-576-125-848,Кредит наличными со страховкой,4397763.0,426188,3349990,923737,2020-07-15,108,1312142,2,2023-01-01,2999-12-31
6126974,818-581-203-199-367,Ипотека,3974642.0,325512,3152003,912070,2020-01-17,119,1189110,8,2023-01-01,2999-12-31
2408585,834-201-254-755-930,Кредит наличными со страховкой,1999433.0,350856,3902881,627030,2022-01-06,119,1792318,3,2023-01-01,2999-12-31
3964137,666-282-847-337-825,Ипотека,3238325.0,417557,3344896,754339,2022-01-06,79,1050846,6,2023-01-01,2999-12-31
4139398,913-549-703-398-909,Автокредит,4782506.0,492530,3242763,617183,2022-01-06,71,1809219,1,2023-01-01,2999-12-31
6093101,226-101-775-815-670,Ипотека,2763549.0,377384,3861918,976910,2020-07-15,99,1328309,8,2023-01-01,2999-12-31
7672288,655-240-587-740-512,Кредит наличными со страховкой,2883986.0,126420,3364725,944191,2022-01-06,25,1829796,5,2023-01-01,2999-12-31
4165717,314-948-777-475-654,Кредит наличными,1722663.0,114502,3607284,706467,2020-07-15,122,1650884,1,2023-01-01,2999-12-31
8511429,641-797-699-322-623,Кредит наличными со страховкой,2538699.0,333867,3295482,593256,2021-01-11,68,1899268,4,2023-01-01,2999-12-31
4417822,218-776-346-540-726,Кредит наличными со страховкой,5184905.0,413070,3924862,769547,2022-01-06,124,1408538,1,2023-01-01,2999-12-31
7986688,279-840-252-531-321,Кредит наличными,1031550.0,241468,3030975,789844,2021-01-11,117,1071188,5,2023-01-01,2999-12-31
5725550,205-615-226-258-744,Автокредит,3272340.0,468842,3872923,509153,2021-07-10,110,1807818,2,2023-01-01,2999-12-31
2972491,207-246-167-123-961,Кредит наличными со страховкой,5146139.0,474213,3593958,969239,2022-01-06,83,1415700,3,2023-01-01,2999-12-31
4604323,919-326-292-753-191,Кредит наличными,4561925.0,433896,3338983,520892,2020-01-17,81,1791759,1,2023-01-01,2999-12-31
7628052,572-658-515-448-428,Кредит наличными,2845341.0,254028,3780346,984851,2022-01-06,100,1195628,5,2023-01-01,2999-12-31
6974016,172-312-432-778-351,Автокредит,4411098.0,459842,3010788,545660,2021-07-10,119,1606276,8,2023-01-01,2999-12-31
7322540,721-141-370-932-948,Кредит наличными,1222807.0,437074,3103597,903123,2022-01-06,127,1226327,5,2023-01-01,2999-12-31
3251347,979-388-796-606-677,Кредит наличными,819425.0,401252,3651821,866374,2020-01-17,110,1753961,6,2023-01-01,2999-12-31
3649926,678-157-812-744-540,Ипотека,4095602.0,274204,3747318,625357,2020-07-15,15,1259112,6,2023-01-01,2999-12-31
4736708,980-845-409-254-875,Кредит наличными со страховкой,5239673.0,478799,3464733,593767,2020-07-15,54,1988748,1,2023-01-01,2999-12-31
7631221,473-627-908-691-507,Кредит наличными со страховкой,3525158.0,193595,3376432,933117,2021-07-10,91,1073804,5,2023-01-01,2999-12-31
4570475,735-340-760-535-600,Кредит наличными,5208827.0,314731,3748831,541414,2020-01-17,44,1084693,1,2023-01-01,2999-12-31
7947954,126-267-322-758-636,Автокредит,2786495.0,431741,3108096,871309,2020-01-17,113,1185634,5,2023-01-01,2999-12-31
8826480,607-713-887-525-772,Кредит наличными со страховкой,3166728.0,101654,3810280,856774,2022-01-06,90,1523290,4,2023-01-01,2999-12-31
8508945,878-942-592-429-967,Кредит наличными,1370606.0,479797,3861384,681954,2020-01-17,110,1409168,4,2023-01-01,2999-12-31
2608755,300-786-188-643-292,Ипотека,3614064.0,136912,3794204,578626,2021-01-11,62,1199176,3,2023-01-01,2999-12-31
8986836,145-342-943-817-239,Ипотека,3070249.0,441226,3501648,792537,2022-01-06,29,1691624,4,2023-01-01,2999-12-31
5984589,155-405-154-904-177,Кредит наличными,2127326.0,424540,3472256,804703,2020-07-15,105,1544750,2,2023-01-01,2999-12-31
4250721,256-973-597-618-855,Кредит наличными со страховкой,4347687.0,441300,3873658,755216,2020-01-17,58,1243795,1,2023-01-01,2999-12-31
