"account_rk","currency_name","department_rk","effective_date","account_in_sum","account_out_sum"
2110808,RUB,87,2023-01-23,98438,118829
2110808,RUB,87,2023-01-24,118829,122121
2110808,RUB,87,2023-01-25,122121,134539
2110808,RUB,87,2023-01-26,134539,202462
2110808,RUB,87,2023-01-27,202462,212686
2110808,RUB,87,2023-01-28,212686,273016
2110808,RUB,87,2023-01-29,273016,294662
2110808,RUB,87,2023-01-30,294662,317135
2110808,RUB,87,2023-01-31,317135,335665
2110808,RUB,87,2023-02-01,335665,341066
2111087,EUR,21,2023-01-15,0,12370
2111087,EUR,21,2023-01-16,12370,13028
2111087,EUR,21,2023-01-17,13028,64180
2111749,YEN,33,2023-01-26,0,35971
2111749,YEN,33,2023-01-27,35971,107557
2111749,YEN,33,2023-01-28,107557,158447
2111749,YEN,33,2023-01-29,158447,184091
2111749,YEN,33,2023-01-30,184091,203009
2111749,YEN,33,2023-01-31,203009,220804
2111749,YEN,33,2023-02-01,220804,254982
2111749,YEN,33,2023-02-02,254982,293201
2111749,YEN,33,2023-02-03,293201,363047
2111749,YEN,33,2023-02-04,363047,428174
2111749,YEN,33,2023-02-05,428174,487959
2111749,YEN,33,2023-02-06,487959,533819
2112488,RUB,14,2023-01-06,0,11451
2112488,RUB,14,2023-01-07,11451,65464
2112488,RUB,14,2023-01-08,65464,128677
2112901,RUB,106,2023-01-17,0,52976
2112901,RUB,106,2023-01-18,52976,88287
2112901,RUB,106,2023-01-19,88287,117032
2112901,RUB,106,2023-01-20,117032,131758
2112901,RUB,106,2023-01-21,131758,166858
2112901,RUB,106,2023-01-22,166858,173751
2114313,RUB,38,2023-01-22,0,22544
2114313,RUB,38,2023-01-23,22544,83655
2114313,RUB,38,2023-01-24,83655,131224
2114313,RUB,38,2023-01-25,131224,149096
2114313,RUB,38,2023-01-26,149096,202841
2114313,RUB,38,2023-01-27,202841,267930
2115378,KZT,84,2023-01-28,0,2435
2115378,KZT,84,2023-01-29,2435,42168
2115378,KZT,84,2023-01-30,42168,44171
2115378,KZT,84,2023-01-31,44171,75538
2115378,KZT,84,2023-02-01,75538,108173
2115378,KZT,84,2023-02-02,108173,135442
2115378,KZT,84,2023-02-03,135442,188172
2115378,KZT,84,2023-02-04,188172,223683
2115378,KZT,84,2023-02-05,223683,234550
2115378,KZT,84,2023-02-06,234550,260698
2115378,KZT,84,2023-02-07,260698,294509
2115378,KZT,84,2023-02-08,294509,300018
2115378,KZT,84,2023-02-09,300018,313445
2115378,KZT,84,2023-02-10,313445,324027
2115378,KZT,84,2023-02-11,324027,356541
2115895,RUB,35,2023-01-24,0,6319
2115895,RUB,35,2023-01-25,6319,39041
2115895,RUB,35,2023-01-26,39041,69175
2115895,RUB,35,2023-01-27,69175,114959
2115895,RUB,35,2023-01-28,114959,167718
2115895,RUB,35,2023-01-29,167718,222914
2115895,RUB,35,2023-01-30,222914,229125
2115895,RUB,35,2023-01-31,229125,293189
2115895,RUB,35,2023-02-01,293189,338358
2115895,RUB,35,2023-02-02,338358,393166
2115895,RUB,35,2023-02-03,393166,446292
2115895,RUB,35,2023-02-04,446292,447471
2115895,RUB,35,2023-02-05,447471,480703
2115895,RUB,35,2023-02-06,480703,492404
2115895,RUB,35,2023-02-07,492404,534296
2116088,RUB,47,2023-01-17,0,52819
2116088,RUB,47,2023-01-18,52819,97005
2116088,RUB,47,2023-01-19,97005,116947
2116088,RUB,47,2023-01-20,116947,150466
2116088,RUB,47,2023-01-21,150466,203735
2116088,RUB,47,2023-01-22,203735,218360
2116088,RUB,47,2023-01-23,218360,243374
2116088,RUB,47,2023-01-24,243374,276172
2116088,RUB,47,2023-01-25,276172,327102
2116088,RUB,47,2023-01-26,327102,340643
2116088,RUB,47,2023-01-27,340643,344166
2116088,RUB,47,2023-01-28,344166,354839
2116088,RUB,47,2023-01-29,354839,427248
2116088,RUB,47,2023-01-30,427248,473112
2116088,RUB,47,2023-01-31,473112,477597
2117514,YEN,37,2023-01-28,0,30051
2117514,YEN,37,2023-01-29,30051,70235
2117514,YEN,37,2023-01-30,70235,89813
2119582,RUB,105,2023-01-18,0,19524
2119582,RUB,105,2023-01-19,19524,65360
2119582,RUB,105,2023-01-20,65360,137347
2119582,RUB,105,2023-01-21,137347,190263
2119582,RUB,105,2023-01-22,190263,210782
2119582,RUB,105,2023-01-23,210782,263011
2119582,RUB,105,2023-01-24,263011,319599
2119582,RUB,105,2023-01-25,319599,384619
2119582,RUB,105,2023-01-26,384619,408587
2119582,RUB,105,2023-01-27,408587,443625
2119582,RUB,105,2023-01-28,443625,508024
2119582,RUB,105,2023-01-29,508024,548744
2119582,RUB,105,2023-01-30,548744,575038
2119582,RUB,105,2023-01-31,575038,610145
2119582,RUB,105,2023-02-01,610145,668852
2119582,RUB,105,2023-02-02,668852,719723
2119582,RUB,105,2023-02-03,719723,773572
2119582,RUB,105,2023-02-04,773572,803000
2121228,RUB,84,2023-01-20,0,37626
2121228,RUB,84,2023-01-21,37626,91099
2121228,RUB,84,2023-01-22,91099,123513
2121228,RUB,84,2023-01-23,123513,172096
2121228,RUB,84,2023-01-24,172096,206952
2121228,RUB,84,2023-01-25,206952,211477
2124719,RUB,105,2023-01-19,0,21861
2124719,RUB,105,2023-01-20,21861,51152
2124719,RUB,105,2023-01-21,51152,123942
2125500,RUB,127,2023-01-25,0,54112
2125500,RUB,127,2023-01-26,54112,64420
2125500,RUB,127,2023-01-27,64420,137137
2125500,RUB,127,2023-01-28,137137,152091
2125500,RUB,127,2023-01-29,152091,166255
2125500,RUB,127,2023-01-30,166255,204372
2125500,RUB,127,2023-01-31,204372,225924
2125500,RUB,127,2023-02-01,225924,246994
2125500,RUB,127,2023-02-02,246994,256860
2125500,RUB,127,2023-02-03,256860,261392
2125500,RUB,127,2023-02-04,261392,267243
2125500,RUB,127,2023-02-05,267243,324027
2125500,RUB,127,2023-02-06,324027,377028
2125500,RUB,127,2023-02-07,377028,421032
2125500,RUB,127,2023-02-08,421032,478537
2125500,RUB,127,2023-02-09,478537,527627
2125500,RUB,127,2023-02-10,527627,580847
2125500,RUB,127,2023-02-11,580847,652322
2125944,KZT,95,2023-01-13,0,57868
2125944,KZT,95,2023-01-14,57868,103320
2125944,KZT,95,2023-01-15,103320,130973
2125944,KZT,95,2023-01-16,130973,153366
2125944,KZT,95,2023-01-17,153366,191424
2125944,KZT,95,2023-01-18,191424,208642
2125944,KZT,95,2023-01-19,208642,277353
2125944,KZT,95,2023-01-20,277353,288861
2125944,KZT,95,2023-01-21,288861,343764
2125944,KZT,95,2023-01-22,343764,347915
2125944,KZT,95,2023-01-23,347915,383914
2125944,KZT,95,2023-01-24,383914,426724
2126968,RUB,23,2023-01-10,0,59697
2126968,RUB,23,2023-01-11,59697,78454
2126968,RUB,23,2023-01-12,78454,116717
2126968,RUB,23,2023-01-13,116717,140049
2126968,RUB,23,2023-01-14,140049,213723
2126968,RUB,23,2023-01-15,213723,239627
2126968,RUB,23,2023-01-16,239627,248406
2126968,RUB,23,2023-01-17,248406,310231
2126968,RUB,23,2023-01-18,310231,361752
2126968,RUB,23,2023-01-19,361752,399939
2126968,RUB,23,2023-01-20,399939,458597
2126968,RUB,23,2023-01-21,458597,470482
2126968,RUB,23,2023-01-22,470482,488264
2126968,RUB,23,2023-01-23,488264,493178
2126968,RUB,23,2023-01-24,493178,509387
2127716,USD,38,2023-01-11,0,4897
2127716,USD,38,2023-01-12,4897,34255
2127716,USD,38,2023-01-13,34255,71583
2127716,USD,38,2023-01-14,71583,135778
2127716,USD,38,2023-01-15,135778,156519
2127716,USD,38,2023-01-16,156519,173913
2127716,USD,38,2023-01-17,173913,185742
2127716,USD,38,2023-01-18,185742,226330
2127716,USD,38,2023-01-19,226330,233043
2127716,USD,38,2023-01-20,233043,297751
2127716,USD,38,2023-01-21,297751,365164
2127716,USD,38,2023-01-22,365164,373045
2127716,USD,38,2023-01-23,373045,420241
2127716,USD,38,2023-01-24,420241,488342
2127716,USD,38,2023-01-25,488342,533066
2127716,USD,38,2023-01-26,533066,533310
2127716,USD,38,2023-01-27,533310,571887
2127716,USD,38,2023-01-28,571887,646314
2128440,EUR,17,2023-01-24,0,30867
2128440,EUR,17,2023-01-25,30867,46584
2128440,EUR,17,2023-01-26,46584,90210
2128440,EUR,17,2023-01-27,90210,146925
2128440,EUR,17,2023-01-28,146925,163568
2128440,EUR,17,2023-01-29,163568,228522
2128440,EUR,17,2023-01-30,228522,244227
2128440,EUR,17,2023-01-31,244227,295556
2128440,EUR,17,2023-02-01,295556,328291
2128440,EUR,17,2023-02-02,328291,394011
2128440,EUR,17,2023-02-03,394011,463141
2128440,EUR,17,2023-02-04,463141,477925
2128440,EUR,17,2023-02-05,477925,484498
2128440,EUR,17,2023-02-06,484498,516675
2128440,EUR,17,2023-02-07,516675,552145
2128440,EUR,17,2023-02-08,552145,614611
2128440,EUR,17,2023-02-09,614611,652709
2128440,EUR,17,2023-02-10,652709,691365
2130208,RUB,126,2023-01-24,0,28565
2130208,RUB,126,2023-01-25,28565,67097
2130208,RUB,126,2023-01-26,67097,125796
2130208,RUB,126,2023-01-27,125796,185932
2130208,RUB,126,2023-01-28,185932,206328
2130208,RUB,126,2023-01-29,206328,252029
2130208,RUB,126,2023-01-30,252029,268354
2130208,RUB,126,2023-01-31,268354,324014
2130208,RUB,126,2023-02-01,324014,365906
2131316,RUB,29,2023-01-24,0,73522
2131316,RUB,29,2023-01-25,73522,106071
2131316,RUB,29,2023-01-26,106071,124673
2131316,RUB,29,2023-01-27,124673,140715
2131316,RUB,29,2023-01-28,140715,160758
2131316,RUB,29,2023-01-29,160758,202003
2131316,RUB,29,2023-01-30,202003,217832
2131316,RUB,29,2023-01-31,217832,242917
2131316,RUB,29,2023-02-01,242917,277481
2132618,EUR,11,2023-01-29,0,8956
2132618,EUR,11,2023-01-30,8956,79346
2132618,EUR,11,2023-01-31,79346,135180
2132618,EUR,11,2023-02-01,135180,175467
2132618,EUR,11,2023-02-02,175467,175820
2132618,EUR,11,2023-02-03,175820,224566
2132618,EUR,11,2023-02-04,224566,255837
2132618,EUR,11,2023-02-05,255837,306292
2132618,EUR,11,2023-02-06,306292,354583
2132618,EUR,11,2023-02-07,354583,378062
2132618,EUR,11,2023-02-08,378062,440749
2132618,EUR,11,2023-02-09,440749,511941
2133019,KZT,108,2023-01-09,0,13935
2133019,KZT,108,2023-01-10,13935,69186
2133019,KZT,108,2023-01-11,69186,79550
2134925,RUB,31,2023-01-15,0,8511
2134925,RUB,31,2023-01-16,8511,62961
2134925,RUB,31,2023-01-17,62961,118673
2134925,RUB,31,2023-01-18,118673,170667
2134925,RUB,31,2023-01-19,170667,219727
2134925,RUB,31,2023-01-20,219727,254647
2134925,RUB,31,2023-01-21,254647,311895
2134925,RUB,31,2023-01-22,311895,330629
2134925,RUB,31,2023-01-23,330629,384175
2134925,RUB,31,2023-01-24,384175,400893
2134925,RUB,31,2023-01-25,400893,437603
2134925,RUB,31,2023-01-26,437603,453604
2134925,RUB,31,2023-01-27,453604,482285
2134925,RUB,31,2023-01-28,482285,492975
2134925,RUB,31,2023-01-29,492975,513475
2134925,RUB,31,2023-01-30,513475,576128
2134925,RUB,31,2023-01-31,576128,633673
2134925,RUB,31,2023-02-01,633673,706093
2135357,YEN,116,2023-01-23,0,26429
2135357,YEN,116,2023-01-24,26429,44598
2135357,YEN,116,2023-01-25,44598,72070
2135357,YEN,116,2023-01-26,72070,76167
2135357,YEN,116,2023-01-27,76167,107027
2135357,YEN,116,2023-01-28,107027,160653
2135357,YEN,116,2023-01-29,160653,205223
2135357,YEN,116,2023-01-30,205223,249702
2135357,YEN,116,2023-01-31,249702,295179
2135357,YEN,116,2023-02-01,295179,301068
2135357,YEN,116,2023-02-02,301068,359319
2135357,YEN,116,2023-02-03,359319,387715
2135988,EUR,13,2023-01-29,0,65752
2135988,EUR,13,2023-01-30,65752,134697
2135988,EUR,13,2023-01-31,134697,165539
2135988,EUR,13,2023-02-01,165539,197708
2135988,EUR,13,2023-02-02,197708,204936
2135988,EUR,13,2023-02-03,204936,240833
2135988,EUR,13,2023-02-04,240833,312253
2135988,EUR,13,2023-02-05,312253,325293
2135988,EUR,13,2023-02-06,325293,396826
2136465,RUB,43,2023-01-30,0,11112
2136465,RUB,43,2023-01-31,11112,42460
2136465,RUB,43,2023-02-01,42460,48746
2136832,KZT,95,2023-01-07,0,51171
2136832,KZT,95,2023-01-08,51171,70735
2136832,KZT,95,2023-01-09,70735,77087
2136832,KZT,95,2023-01-10,77087,138816
2136832,KZT,95,2023-01-11,138816,189023
2136832,KZT,95,2023-01-12,189023,227229
2136832,KZT,95,2023-01-13,227229,283310
2136832,KZT,95,2023-01-14,283310,290093
2136832,KZT,95,2023-01-15,290093,312857
2136832,KZT,95,2023-01-16,312857,332283
2136832,KZT,95,2023-01-17,332283,343169
2136832,KZT,95,2023-01-18,343169,416706
2136832,KZT,95,2023-01-19,416706,461323
2136832,KZT,95,2023-01-20,461323,484133
2136832,KZT,95,2023-01-21,484133,505965
2138128,EUR,102,2023-01-28,0,17277
2138128,EUR,102,2023-01-29,17277,28108
2138128,EUR,102,2023-01-30,28108,43095
2138128,EUR,102,2023-01-31,43095,80909
2138128,EUR,102,2023-02-01,80909,143762
2138128,EUR,102,2023-02-02,143762,164980
2138128,EUR,102,2023-02-03,164980,191351
2138128,EUR,102,2023-02-04,191351,202158
2138128,EUR,102,2023-02-05,202158,245603
2138128,EUR,102,2023-02-06,245603,314780
2138128,EUR,102,2023-02-07,314780,387905
2138128,EUR,102,2023-02-08,387905,440086
2138234,RUB,25,2023-01-10,0,71403
2138234,RUB,25,2023-01-11,71403,101547
2138234,RUB,25,2023-01-12,101547,135800
2138234,RUB,25,2023-01-13,135800,137127
2138234,RUB,25,2023-01-14,137127,156687
2138234,RUB,25,2023-01-15,156687,215082
2138234,RUB,25,2023-01-16,215082,237143
2138234,RUB,25,2023-01-17,237143,277279
2138234,RUB,25,2023-01-18,277279,305847
2138858,USD,65,2023-01-20,0,52299
2138858,USD,65,2023-01-21,52299,73549
2138858,USD,65,2023-01-22,73549,135016
2138858,USD,65,2023-01-23,135016,183142
2138858,USD,65,2023-01-24,183142,193737
2138858,USD,65,2023-01-25,193737,207988
2138858,USD,65,2023-01-26,207988,270777
2138858,USD,65,2023-01-27,270777,280032
2138858,USD,65,2023-01-28,280032,341188
2140350,EUR,33,2023-01-15,0,8161
2140350,EUR,33,2023-01-16,8161,52278
2140350,EUR,33,2023-01-17,52278,54689
2140604,YEN,101,2023-01-14,0,58157
2140604,YEN,101,2023-01-15,58157,60115
2140604,YEN,101,2023-01-16,60115,100595
2140604,YEN,101,2023-01-17,100595,170994
2140604,YEN,101,2023-01-18,170994,203642
2140604,YEN,101,2023-01-19,203642,238916
2140604,YEN,101,2023-01-20,238916,300463
2140604,YEN,101,2023-01-21,300463,354196
2140604,YEN,101,2023-01-22,354196,386174
2143678,EUR,75,2023-01-10,0,41011
2143678,EUR,75,2023-01-11,41011,110258
2143678,EUR,75,2023-01-12,110258,136051
2143678,EUR,75,2023-01-13,136051,191035
2143678,EUR,75,2023-01-14,191035,252923
2143678,EUR,75,2023-01-15,252923,311435
2143678,EUR,75,2023-01-16,311435,348724
2143678,EUR,75,2023-01-17,348724,351369
2143678,EUR,75,2023-01-18,351369,352135
2143678,EUR,75,2023-01-19,352135,355569
2143678,EUR,75,2023-01-20,355569,411921
2143678,EUR,75,2023-01-21,411921,461231
2143851,RUB,82,2023-01-16,0,48787
2143851,RUB,82,2023-01-17,48787,117505
2143851,RUB,82,2023-01-18,117505,146716
2143851,RUB,82,2023-01-19,146716,190487
2143851,RUB,82,2023-01-20,190487,262341
2143851,RUB,82,2023-01-21,262341,316168
2143851,RUB,82,2023-01-22,316168,325098
2143851,RUB,82,2023-01-23,325098,383642
2143851,RUB,82,2023-01-24,383642,418024
2143851,RUB,82,2023-01-25,418024,439225
2143851,RUB,82,2023-01-26,439225,484988
2143851,RUB,82,2023-01-27,484988,528841
2143851,RUB,82,2023-01-28,528841,545371
2143851,RUB,82,2023-01-29,545371,584765
2143851,RUB,82,2023-01-30,584765,585094
2143851,RUB,82,2023-01-31,585094,633648
2143851,RUB,82,2023-02-01,633648,657757
2143851,RUB,82,2023-02-02,657757,708640
2145650,RUB,62,2023-01-23,0,10542
2145650,RUB,62,2023-01-24,10542,83572
2145650,RUB,62,2023-01-25,83572,147919
2145650,RUB,62,2023-01-26,147919,177087
2145650,RUB,62,2023-01-27,177087,181052
2145650,RUB,62,2023-01-28,181052,245055
2145650,RUB,62,2023-01-29,245055,251892
2145650,RUB,62,2023-01-30,251892,289759
2145650,RUB,62,2023-01-31,289759,362511
2145650,RUB,62,2023-02-01,362511,420846
2145650,RUB,62,2023-02-02,420846,423583
2145650,RUB,62,2023-02-03,423583,434632
2145650,RUB,62,2023-02-04,434632,472375
2145650,RUB,62,2023-02-05,472375,542412
2145650,RUB,62,2023-02-06,542412,594215
2145717,RUB,38,2023-01-20,0,65843
2145717,RUB,38,2023-01-21,65843,126839
2145717,RUB,38,2023-01-22,126839,168409
2145717,RUB,38,2023-01-23,168409,232141
2145717,RUB,38,2023-01-24,232141,235066
2145717,RUB,38,2023-01-25,235066,254936
2145717,RUB,38,2023-01-26,254936,255840
2145717,RUB,38,2023-01-27,255840,265177
2145717,RUB,38,2023-01-28,265177,318711
2145717,RUB,38,2023-01-29,318711,343367
2145717,RUB,38,2023-01-30,343367,348188
2145717,RUB,38,2023-01-31,348188,400572
2145717,RUB,38,2023-02-01,400572,431522
2145717,RUB,38,2023-02-02,431522,477355
2145717,RUB,38,2023-02-03,477355,483737
2146267,RUB,90,2023-01-13,0,47085
2146267,RUB,90,2023-01-14,47085,99068
2146267,RUB,90,2023-01-15,99068,150777
2146267,RUB,90,2023-01-16,150777,155726
2146267,RUB,90,2023-01-17,155726,206192
2146267,RUB,90,2023-01-18,206192,245423
2146267,RUB,90,2023-01-19,245423,304092
2146267,RUB,90,2023-01-20,304092,351956
2146267,RUB,90,2023-01-21,351956,377896
2146520,EUR,79,2023-01-17,0,50666
2146520,EUR,79,2023-01-18,50666,60315
2146520,EUR,79,2023-01-19,60315,85102
2146520,EUR,79,2023-01-20,85102,111073
2146520,EUR,79,2023-01-21,111073,179412
2146520,EUR,79,2023-01-22,179412,185988
2147137,RUB,16,2023-01-06,0,45068
2147137,RUB,16,2023-01-07,45068,111183
2147137,RUB,16,2023-01-08,111183,112715
2149659,RUB,65,2023-01-09,0,70181
2149659,RUB,65,2023-01-10,70181,82566
2149659,RUB,65,2023-01-11,82566,98784
2150068,EUR,72,2023-01-28,0,53898
2150068,EUR,72,2023-01-29,53898,92746
2150068,EUR,72,2023-01-30,92746,136865
2150068,EUR,72,2023-01-31,136865,192397
2150068,EUR,72,2023-02-01,192397,238999
2150068,EUR,72,2023-02-02,238999,244184
2150068,EUR,72,2023-02-03,244184,315866
2150068,EUR,72,2023-02-04,315866,327160
2150068,EUR,72,2023-02-05,327160,388787
2150080,RUB,47,2023-01-11,0,8386
2150080,RUB,47,2023-01-12,8386,37722
2150080,RUB,47,2023-01-13,37722,69137
2150080,RUB,47,2023-01-14,69137,123631
2150080,RUB,47,2023-01-15,123631,142891
2150080,RUB,47,2023-01-16,142891,192788
2150080,RUB,47,2023-01-17,192788,205170
2150080,RUB,47,2023-01-18,205170,242908
2150080,RUB,47,2023-01-19,242908,243782
2150080,RUB,47,2023-01-20,243782,306706
2150080,RUB,47,2023-01-21,306706,345290
2150080,RUB,47,2023-01-22,345290,361345
2151252,RUB,76,2023-01-25,0,66998
2151252,RUB,76,2023-01-26,66998,95877
2151252,RUB,76,2023-01-27,95877,140482
2151252,RUB,76,2023-01-28,140482,147730
2151252,RUB,76,2023-01-29,147730,158475
2151252,RUB,76,2023-01-30,158475,176655
2151252,RUB,76,2023-01-31,176655,240888
2151252,RUB,76,2023-02-01,240888,280409
2151252,RUB,76,2023-02-02,280409,293387
2151252,RUB,76,2023-02-03,293387,324250
2151252,RUB,76,2023-02-04,324250,345468
2151252,RUB,76,2023-02-05,345468,381391
2152434,RUB,62,2023-01-17,0,16893
2152434,RUB,62,2023-01-18,16893,87326
2152434,RUB,62,2023-01-19,87326,141285
2152434,RUB,62,2023-01-20,141285,156117
2152434,RUB,62,2023-01-21,156117,215226
2152434,RUB,62,2023-01-22,215226,289690
2152541,YEN,45,2023-01-27,0,44644
2152541,YEN,45,2023-01-28,44644,95424
2152541,YEN,45,2023-01-29,95424,153577
2152865,RUB,76,2023-01-16,0,38162
2152865,RUB,76,2023-01-17,38162,52542
2152865,RUB,76,2023-01-18,52542,64526
2152865,RUB,76,2023-01-19,64526,100832
2152865,RUB,76,2023-01-20,100832,171227
2152865,RUB,76,2023-01-21,171227,188936
2153471,RUB,38,2023-01-11,0,57373
2153471,RUB,38,2023-01-12,57373,83989
2153471,RUB,38,2023-01-13,83989,93078
2153471,RUB,38,2023-01-14,93078,112347
2153471,RUB,38,2023-01-15,112347,179361
2153471,RUB,38,2023-01-16,179361,199337
2153969,RUB,16,2023-01-18,0,58217
2153969,RUB,16,2023-01-19,58217,109153
2153969,RUB,16,2023-01-20,109153,145250
2153969,RUB,16,2023-01-21,145250,150077
2153969,RUB,16,2023-01-22,150077,197381
2153969,RUB,16,2023-01-23,197381,236921
2153969,RUB,16,2023-01-24,236921,253741
2153969,RUB,16,2023-01-25,253741,309939
2153969,RUB,16,2023-01-26,309939,321123
2153969,RUB,16,2023-01-27,321123,342998
2153969,RUB,16,2023-01-28,342998,380774
2153969,RUB,16,2023-01-29,380774,404742
2154256,RUB,127,2023-01-15,0,42153
2154256,RUB,127,2023-01-16,42153,78274
2154256,RUB,127,2023-01-17,78274,142976
2154256,RUB,127,2023-01-18,142976,216736
2154256,RUB,127,2023-01-19,216736,282850
2154256,RUB,127,2023-01-20,282850,283644
2154995,RUB,99,2023-01-08,0,55122
2154995,RUB,99,2023-01-09,55122,89157
2154995,RUB,99,2023-01-10,89157,132147
2154995,RUB,99,2023-01-11,132147,150150
2154995,RUB,99,2023-01-12,150150,190767
2154995,RUB,99,2023-01-13,190767,224178
2156739,YEN,58,2023-01-26,0,22986
2156739,YEN,58,2023-01-27,22986,27504
2156739,YEN,58,2023-01-28,27504,87185
2156739,YEN,58,2023-01-29,87185,147694
2156739,YEN,58,2023-01-30,147694,185003
2156739,YEN,58,2023-01-31,185003,239124
2157272,RUB,31,2023-01-11,0,62631
2157272,RUB,31,2023-01-12,62631,116727
2157272,RUB,31,2023-01-13,116727,185768
2157272,RUB,31,2023-01-14,185768,252382
2157272,RUB,31,2023-01-15,252382,285093
2157272,RUB,31,2023-01-16,285093,289439
2157272,RUB,31,2023-01-17,289439,291061
2157272,RUB,31,2023-01-18,291061,347608
2157272,RUB,31,2023-01-19,347608,389107
2157272,RUB,31,2023-01-20,389107,457706
2157272,RUB,31,2023-01-21,457706,467574
2157272,RUB,31,2023-01-22,467574,527497
2157272,RUB,31,2023-01-23,527497,559572
2157272,RUB,31,2023-01-24,559572,627768
2157272,RUB,31,2023-01-25,627768,658370
2157272,RUB,31,2023-01-26,658370,685963
2157272,RUB,31,2023-01-27,685963,751443
2157272,RUB,31,2023-01-28,751443,762563
2158674,RUB,54,2023-01-13,0,72621
2158674,RUB,54,2023-01-14,72621,84197
2158674,RUB,54,2023-01-15,84197,92481
2158674,RUB,54,2023-01-16,92481,125987
2158674,RUB,54,2023-01-17,125987,194119
2158674,RUB,54,2023-01-18,194119,206578
2158674,RUB,54,2023-01-19,206578,218231
2158674,RUB,54,2023-01-20,218231,258792
2158674,RUB,54,2023-01-21,258792,330226
2158674,RUB,54,2023-01-22,330226,332192
2158674,RUB,54,2023-01-23,332192,387147
2158674,RUB,54,2023-01-24,387147,407341
2158674,RUB,54,2023-01-25,407341,472107
2158674,RUB,54,2023-01-26,472107,493697
2158674,RUB,54,2023-01-27,493697,499229
2158853,RUB,22,2023-01-23,0,50415
2158853,RUB,22,2023-01-24,50415,100553
2158853,RUB,22,2023-01-25,100553,145663
2160302,RUB,45,2023-01-19,0,31939
2160302,RUB,45,2023-01-20,31939,47077
2160302,RUB,45,2023-01-21,47077,98812
2160465,YEN,43,2023-01-24,0,23637
2160465,YEN,43,2023-01-25,23637,38027
2160465,YEN,43,2023-01-26,38027,112372
2160465,YEN,43,2023-01-27,112372,181239
2160465,YEN,43,2023-01-28,181239,229028
2160465,YEN,43,2023-01-29,229028,230045
2160465,YEN,43,2023-01-30,230045,289454
2160465,YEN,43,2023-01-31,289454,304131
2160465,YEN,43,2023-02-01,304131,366759
2162615,EUR,74,2023-01-11,0,48724
2162615,EUR,74,2023-01-12,48724,120050
2162615,EUR,74,2023-01-13,120050,175544
2162641,RUB,127,2023-01-24,0,57955
2162641,RUB,127,2023-01-25,57955,64430
2162641,RUB,127,2023-01-26,64430,83722
2162641,RUB,127,2023-01-27,83722,143820
2162641,RUB,127,2023-01-28,143820,197961
2162641,RUB,127,2023-01-29,197961,225055
2162725,RUB,88,2023-01-29,0,44423
2162725,RUB,88,2023-01-30,44423,101812
2162725,RUB,88,2023-01-31,101812,149887
2162725,RUB,88,2023-02-01,149887,162979
2162725,RUB,88,2023-02-02,162979,234043
2162725,RUB,88,2023-02-03,234043,243875
2162725,RUB,88,2023-02-04,243875,289832
2162725,RUB,88,2023-02-05,289832,300879
2162725,RUB,88,2023-02-06,300879,317251
2162725,RUB,88,2023-02-07,317251,368886
2162725,RUB,88,2023-02-08,368886,381348
2162725,RUB,88,2023-02-09,381348,443107
2164228,KZT,45,2023-01-27,0,72003
2164228,KZT,45,2023-01-28,72003,85843
2164228,KZT,45,2023-01-29,85843,121110
2164228,KZT,45,2023-01-30,121110,169084
2164228,KZT,45,2023-01-31,169084,181783
2164228,KZT,45,2023-02-01,181783,185004
2164228,KZT,45,2023-02-02,185004,206684
2164228,KZT,45,2023-02-03,206684,268019
2164228,KZT,45,2023-02-04,268019,328007
2164228,KZT,45,2023-02-05,328007,373992
2164228,KZT,45,2023-02-06,373992,392818
2164228,KZT,45,2023-02-07,392818,416087
2164228,KZT,45,2023-02-08,416087,489685
2164228,KZT,45,2023-02-09,489685,517306
2164228,KZT,45,2023-02-10,517306,529309
2164850,RUB,72,2023-01-25,0,61590
2164850,RUB,72,2023-01-26,61590,112682
2164850,RUB,72,2023-01-27,112682,126886
2164850,RUB,72,2023-01-28,126886,150396
2164850,RUB,72,2023-01-29,150396,169933
2164850,RUB,72,2023-01-30,169933,177273
2164850,RUB,72,2023-01-31,177273,243871
2164850,RUB,72,2023-02-01,243871,291124
2164850,RUB,72,2023-02-02,291124,342810
2165563,RUB,36,2023-01-30,0,4921
2165563,RUB,36,2023-01-31,4921,31859
2165563,RUB,36,2023-02-01,31859,83461
2165563,RUB,36,2023-02-02,83461,120942
2165563,RUB,36,2023-02-03,120942,152090
2165563,RUB,36,2023-02-04,152090,174147
2165563,RUB,36,2023-02-05,174147,184843
2165563,RUB,36,2023-02-06,184843,258226
2165563,RUB,36,2023-02-07,258226,325722
2165563,RUB,36,2023-02-08,325722,400195
2165563,RUB,36,2023-02-09,400195,434521
2165563,RUB,36,2023-02-10,434521,500032
2165563,RUB,36,2023-02-11,500032,551721
2165563,RUB,36,2023-02-12,551721,575398
2165563,RUB,36,2023-02-13,575398,601483
2165761,RUB,119,2023-01-18,0,73624
2165761,RUB,119,2023-01-19,73624,102665
2165761,RUB,119,2023-01-20,102665,123279
2165761,RUB,119,2023-01-21,123279,167632
2165761,RUB,119,2023-01-22,167632,195816
2165761,RUB,119,2023-01-23,195816,199196
2165761,RUB,119,2023-01-24,199196,273746
2165761,RUB,119,2023-01-25,273746,308625
2165761,RUB,119,2023-01-26,308625,318270
2165761,RUB,119,2023-01-27,318270,356770
